start,end,participant,text
81.796,86.020,mn015,b'\n      So I guess this is '
82.000,82.560,fn050,b'\n      '
82.000,82.562,,b'\n      '
82.000,82.554,me012,b'\n      '
82.000,82.560,me003,b'\n      '
86.579,87.480,me003,b'\n      '
86.830,88.680,mn015,"b'\n      This is what, uh,\n    '"
89.295,90.680,me003,b'\n      '
90.960,92.607,mn015,"b'\n      um,\n    '"
92.607,93.542,mn015,"b'\n      Eva,\n    '"
95.521,97.160,mn015,"b'\n      Bhaskara, and I did.\n    '"
97.404,99.292,fn050,b'\n      Did you add more stuff to it? '
98.862,99.204,mn015,b'\n      '
99.540,101.060,mn015,b'\n      Um. Why?\n    '
100.992,101.909,fn050,b'\n      Um.\n    '
101.453,105.940,me003,b'\n      '
101.909,102.402,fn050,b'\n      '
102.402,104.457,fn050,"b'\n      There were, like, the - you know, '"
104.457,106.645,fn050,b'\n      I thought you - you said you were adding stuff but '
105.940,154.605,me003,b'\n      '
106.101,108.221,mn015,"b'\n      Uh, no. This is -\n    '"
108.483,109.097,fn050,b'\n      '
109.962,110.880,mn015,"b'\n      Um,\n    '"
112.412,112.875,mn015,b'\n      Ha! '
113.483,114.029,mn015,b'\n      Very nice.\n    '
115.370,117.360,mn015,"b'\n      Um, so we thought that,\n    '"
118.165,118.360,mn015,b'\n      '
118.360,119.800,mn015,b'\n      We can write up\n    '
119.810,120.542,mn015,"b'\n      uh,\n    '"
122.231,123.400,mn015,"b'\n      an element,\n    '"
124.724,127.110,mn015,b'\n      and - for each of the situation\n    '
128.453,130.610,mn015,b'\n      nodes that we observed in the Bayes-net?\n    '
132.239,133.420,mn015,b'\n      So.\n    '
134.560,139.567,mn015,"b""\n      What's the """
139.567,140.621,mn015,b'\n      Or is it\n    '
140.927,144.030,mn015,b'\n      on fire or something '
144.260,146.020,mn015,"b'\n      and so forth, going all the way\n    '"
146.535,147.620,mn015,"b'\n      um,\n    '"
147.740,148.150,mn015,b'\n      f-\n    '
148.150,149.531,mn015,"b'\n      through Parking,\n    '"
149.531,152.050,mn015,"b'\n      Location, Hotel, Car, Restroom,\n    '"
152.575,152.835,mn015,b'\n      '
153.120,156.190,mn015,"b'\n      Riots, Fairs, Strikes, or\n    '"
156.347,158.390,mn015,b'\n      Disasters.\n    '
157.130,160.790,me003,b'\n      So is - This is - A situation are - is all the things which can be happening right '
161.450,163.340,me003,"b'\n      Or, '"
163.750,164.430,me003,b'\n      type?\n    '
165.729,171.273,mn015,"b""\n      That's basically """
171.980,174.600,me003,"b'\n      Oh, '"
174.757,175.671,mn015,b'\n      Um.\n    '
175.983,180.000,mn015,b'\n      Just because it forces us to be specific about the values '
180.000,180.770,mn015,b'\n      here?\n    '
181.719,182.403,me003,b'\n      O_K.\n    '
182.640,186.806,mn015,"b'\n      And, also, I mean, this is a - what the input is going to be. Right?\n    '"
186.990,188.140,mn015,"b'\n      So, we will, uh - '"
188.140,189.523,mn015,b'\n      This is a '
189.570,194.230,me003,"b""\n      Well, yeah. I just don't know if this is th- l- what the - Does - This is what Java Bayes takes? as a\n    """
194.054,196.319,mn015,"b'\n      No, because I mean if we -\n    '"
194.560,195.268,me003,b'\n      Bayes-net spec?\n    '
196.319,198.327,mn015,"b""\n      I mean we're """
198.327,201.240,mn015,"b""\n      We're gonna get an X_M_L document from """
201.570,203.614,mn015,b'\n      Right? And that X_M_L document will say\n    '
204.190,207.747,mn015,"b'\n      ""We '"
208.420,211.790,mn015,"b'\n      um, '"
212.660,214.070,mn015,"b""\n      So that's gonna be - """
215.315,216.210,mn015,b'\n      Um.\n    '
216.320,221.510,me003,"b'\n      So this is the situational context, everything in it. Is that what Situation is short for, shi- situational context?\n    '"
221.588,221.860,mn015,b'\n      Yep.\n    '
222.080,222.840,me003,b'\n      O_K.\n    '
224.000,224.830,mn015,"b'\n      So this is just,\n    '"
225.740,230.830,mn015,"b'\n      again, a- an X_M_L schemata which defines a set of possible, uh, permissible X_M_L\n    '"
226.297,229.124,me003,b'\n      '
230.958,231.866,mn015,"b'\n      structures,\n    '"
232.259,234.931,mn015,b'\n      which we view as input into the Bayes-net.\n    '
238.062,238.947,mn015,b'\n      Right?\n    '
238.750,240.440,me003,b'\n      And then we can r- '
240.896,242.880,me003,b'\n      possibly run one of them uh\n    '
243.203,244.355,me003,b'\n      transformations?\n    '
244.355,247.920,me003,b'\n      That put it into the format that the Bayes n- or Java Bayes or whatever wants?\n    '
247.862,252.030,mn015,b'\n      Yea- Are you talking - are you talking about the - the '
252.630,253.330,me003,b'\n      Well it -\n    '
253.330,255.670,mn015,b'\n      I mean when you '
254.420,255.461,me003,b'\n      When you - when you say '
255.461,257.408,me003,b'\n      the input to the '
258.048,258.654,mn015,b'\n      Um-hmm.\n    '
258.100,259.870,me003,"b'\n      it takes a certain format, right?\n    '"
260.160,261.815,me003,"b""\n      Which I don't think is """
261.815,263.000,me003,"b""\n      Although I don't know.\n    """
263.190,264.372,mn015,"b""\n      No, it's """
264.372,264.810,mn015,b'\n      Nuh. '
265.260,267.390,me003,"b""\n      So you could just - Couldn't you just run a -\n    """
267.080,268.530,mn015,b'\n      '
268.520,269.131,me003,b'\n      Yeah. '
269.478,271.930,me003,b'\n      To convert it into the Java Bayes for- format?\n    '
271.500,271.940,mn015,b'\n      Yep.\n    '
272.516,272.959,me003,b'\n      O_K.\n    '
273.500,274.132,mn015,"b""\n      That's -\n    """
274.822,276.177,mn015,"b""\n      That's no problem, but\n    """
276.702,278.850,mn015,"b'\n      I even think that, um -\n    '"
279.461,283.330,mn015,"b'\n      I mean, '"
283.420,284.782,mn015,b'\n      Right? What you '
285.267,291.440,mn015,"b'\n      You wanna say, ""O_K, give me the posterior probabilities of the Go-there '"
291.680,293.220,mn015,b'\n      when '
293.250,298.830,mn015,b'\n      Right? When the person said '
299.340,303.755,mn015,b'\n      And with '
304.380,305.530,mn015,b'\n      with the '
305.710,306.604,mn015,b'\n      So we get -\n    '
307.240,310.670,mn015,"b'\n      After we are done, through the Situation we get the User Vector.\n    '"
312.450,314.180,mn015,"b'\n      So, this is a -\n    '"
314.569,317.218,me003,b'\n      So this is just a specification of all the possible inputs?\n    '
317.161,317.595,mn015,b'\n      Yep.\n    '
318.770,319.660,mn015,b'\n      '
320.940,322.690,mn015,b'\n      all the possible '
323.350,323.780,me003,b'\n      '
323.842,325.750,mn015,"b'\n      So, we have, um,\n    '"
326.411,330.240,mn015,"b'\n      for example, the, uh, Go-there decision node\n    '"
330.540,332.200,mn015,b'\n      which has two\n    '
332.320,334.570,mn015,"b'\n      elements, going-there\n    '"
334.920,337.120,mn015,"b'\n      and its posterior probability,\n    '"
337.200,340.520,mn015,b'\n      and '
342.600,344.520,mn015,b'\n      because the output is always gonna be\n    '
345.100,350.270,mn015,b'\n      all the decision nodes and all the - the - a- all the posterior probabilities for all the values.\n    '
351.552,357.294,me003,"b""\n      And then we would just look at the, eh, Struct that we wanna look at in terms of if - if we're only asking about one of the -\n    """
