start,end,participant,text
0.000,0.286,me022,b'\n      Yeah.\n    '
1.693,2.951,me013,"b'\n      Um, so.\n    '"
3.560,7.731,me013,"b""\n      If we can't, we can't. But uh we're gonna try to make this an abbreviated meeting cuz the -\n    """
5.705,7.099,,b'\n      '
8.740,12.415,me013,"b'\n      the next - next occupants were pushing for it, so. '"
10.301,15.887,me011,b'\n      '
13.392,14.077,me013,b'\n      Um.\n    '
17.680,18.030,me013,b'\n      So.\n    '
17.729,21.609,me011,b'\n      '
18.980,22.184,me013,"b'\n      Agenda is - according to this, is transcription status, DARPA demos\n    '"
22.451,25.442,me013,"b'\n      X_M_L tools, disks, backups, et cetera\n    '"
25.937,27.140,me013,b'\n      and CrossPads. '
29.020,31.233,me011,b'\n      Does anyone have anything to '
33.248,33.757,me013,b'\n      O_K.\n    '
35.666,38.789,me013,"b""\n      Should we just go in order? Transcription status? Who's - that's probably you.\n    """
38.180,40.128,me011,b'\n      '
38.528,44.035,fe008,"b""\n      I can do that quickly. Um I hired several more transcribers, They're making great progress. Seve- """
41.669,42.339,me013,b'\n      Seven?\n    '
43.570,43.989,me013,b'\n      '
43.930,45.448,mn014,b'\n      '
43.989,47.455,me013,b'\n      '
44.035,46.019,fe008,b'\n      '
44.490,44.969,me018,b'\n      '
45.384,46.093,me022,b'\n      '
46.273,47.204,fe008,b'\n      And uh -\n    '
47.821,48.828,fe008,"b'\n      and uh,\n    '"
49.690,52.990,fe008,"b""\n      uh I've been uh finishing up the uh double checking.\n    """
53.471,56.578,fe008,"b""\n      I hoped to have had that done by today but it's gonna take one more week.\n    """
56.005,59.280,,b'\n      '
56.990,57.513,me011,b'\n      Um\n    '
58.231,58.804,mn014,b'\n      I g-\n    '
58.390,61.453,me011,b'\n      as a '
60.253,63.439,,b'\n      '
61.724,63.572,me011,b'\n      could I get a hold of uh\n    '
64.050,68.288,me011,"b""\n      the data even if it's not really corrected yet just so I can get the data formats\n    """
64.753,67.955,,b'\n      '
68.640,71.205,me011,b'\n      and make sure the information retrieval stuff is working?\n    '
68.712,75.709,,b'\n      '
70.990,72.896,fe008,"b""\n      Certainly. Yeah I mean, it's in the same place it's been.\n    """
71.740,72.377,me011,b'\n      So can you just -\n    '
