start,end,participant,text
0.000,20.431,mn052,b'\n      '
0.000,10.090,me026,b'\n      '
0.634,1.628,me018,"b""\n      O_K, we're going. """
0.979,2.043,mn007,b'\n      '
7.684,8.403,mn007,b'\n      '
9.184,12.839,mn007,b'\n      '
12.680,19.605,me013,"b'\n      And uh Hans- uh, Hans-Guenter will be here, um, I think by next - next Tuesday or so.\n    '"
16.677,19.221,,b'\n      '
19.417,20.806,mn007,b'\n      '
20.431,21.271,mn052,"b'\n      Oh, O_K.\n    '"
21.240,25.763,me013,"b""\n      So he's - he's going to be here for about three weeks, and, uh -\n    """
23.360,25.067,mn052,"b""\n      Oh! That's nice.\n    """
24.463,25.519,me018,b'\n      Just for a visit?\n    '
25.763,26.729,me013,"b""\n      Uh, we'll see.\n    """
27.003,27.785,me018,b'\n      Huh.\n    '
27.200,33.250,me013,"b""\n      We might - might end up with some longer collaboration or something. So he's gonna look in on everything we're doing and\n    """
30.052,30.792,me018,b'\n      Cool.\n    '
30.059,31.091,mn007,b'\n      Mm-hmm.\n    '
34.065,38.955,me013,"b""\n      give us his - his thoughts. And so it'll be another - another good person looking at things.\n    """
38.670,40.215,mn052,b'\n      Oh. Hmm.\n    '
40.070,42.728,me026,"b""\n      Th- that's his spectral subtraction group? Is that right?\n    """
42.460,43.473,me013,"b'\n      Yeah, yeah.\n    '"
42.728,45.670,me026,"b'\n      Oh, O_K. So I guess I should probably talk to him a bit too?\n    '"
45.370,46.302,me013,"b'\n      Oh, yeah. Yeah.\n    '"
46.027,54.881,mn052,b'\n      '
46.302,54.264,me013,"b""\n      Yeah. No, he'll be around for three weeks. He's, uh, um, very, very, easygoing, easy to talk to, and, uh, very interested in everything.\n    """
53.260,54.428,me018,b'\n      Really nice guy.\n    '
54.264,55.902,me013,"b'\n      Yeah, yeah.\n    '"
54.881,55.390,mn052,b'\n      '
55.390,57.392,mn052,"b'\n      Yeah, we met him in Amsterdam.\n    '"
56.910,60.880,me013,"b""\n      Yeah, yeah, he's been here before. I mean, he's - he's - he's - he's -\n    """
59.120,60.896,mn052,"b'\n      Oh, O_K. '"
59.606,63.572,me018,b'\n      Wh- Back when '
63.572,65.146,me018,b'\n      n- six months. '
63.702,65.736,me013,b'\n      N- nine months. '
