start,end,participant,text
0.000,1.770,fe068,b'\n      We have littler heads so.\n    '
1.177,4.117,fe069,b'\n      '
4.117,6.187,fe069,b'\n      '
4.292,5.999,,b'\n      '
4.462,9.374,fe008,"b""\n      O_K. So, everything's - Oh, the microphone adjustments, we should check - Would you check the microphone adjustments, please?\n    """
9.374,11.850,fe008,"b""\n      Is - is M- So, is - is Marisa's close enough?\n    """
10.519,11.683,me011,b'\n      Everyone just talk.\n    '
11.850,13.020,fe008,b'\n      We - could we look -\n    '
11.941,14.683,fe069,"b""\n      I'm - Yes.\n    """
12.756,13.758,me070,b'\n      Hmm?\n    '
13.020,16.287,fe008,"b'\n      But, I mean, '"
14.978,16.341,me011,"b""\n      It doesn't really matter.\n    """
16.287,17.510,fe008,b'\n      O_K. Alright.\n    '
16.320,16.770,fe066,b'\n      Hello.\n    '
16.341,17.214,me011,b'\n      O_K. Thanks.\n    '
17.840,18.280,fe067,b'\n      Hello?\n    '
17.956,22.369,fe069,b'\n      I can change it. I was just trying a new head position.\n    '
18.491,19.136,me070,b'\n      Hmm.\n    '
19.200,22.646,fe008,"b""\n      But this w- You know, he's, like, the expert, and I don't know exactly, uh -\n    """
21.327,29.414,me011,"b""\n      Hmm. And so, about a thumb and a half, maybe two thumb widths away from your mouth. So that's a little far. And then, right near the corner.\n    """
21.628,22.415,me070,b'\n      Mm-hmm.\n    '
22.369,53.862,fe069,b'\n      '
24.069,24.630,fe008,b'\n      Yeah.\n    '
26.553,27.274,fe067,b'\n      Hmm.\n    '
27.000,27.630,fe066,b'\n      Oh.\n    '
29.898,31.003,me011,"b'\n      ""Thumb"", as in this way.\n    '"
31.132,33.550,me011,b'\n      '
33.388,35.219,me070,b'\n      O_K. I see.\n    '
34.090,35.251,fe067,b'\n      Hello? O_K.\n    '
34.229,43.426,me011,"b""\n      And then you can look on the screen, and if you see breath noise, in other words, when you're breathing, if you see it going up and down a lot, """
36.277,37.910,fe066,b'\n      Hello. '
45.149,45.588,fe068,b'\n      Hmm.\n    '
