start,end,participant,text
0.000,11.904,me013,b'\n      '
1.820,11.520,mn007,b'\n      '
3.132,4.014,me018,"b""\n      O_K, we're """
4.612,6.742,mn052,b'\n      This is three.\n    '
6.742,8.811,mn052,b'\n      Yep. Yep.\n    '
8.120,9.657,,b'\n      '
9.657,58.184,,b'\n      '
11.904,13.056,me013,b'\n      '
13.879,15.120,me013,b'\n      Test.\n    '
16.920,20.420,me013,b'\n      '
19.850,20.820,me018,b'\n      '
20.420,22.790,me013,b'\n      '
22.950,25.263,me013,"b""\n      Test? O_K, I guess it's alright.\n    """
29.500,31.516,me013,"b""\n      So, let's see.\n    """
31.516,35.890,me013,"b""\n      Yeah, Barry's not here and Dave's not here. Um, I can say about -\n    """
37.020,41.730,me013,"b'\n      just q- just quickly to get through it, that Dave and I submitted this A_S_R_U.\n    '"
39.790,42.020,me018,b'\n      This is for A_S_R_U.\n    '
41.730,43.015,me013,b'\n      Yeah. So.\n    '
43.015,44.260,me013,b'\n      Um.\n    '
45.210,52.085,mn007,b'\n      '
47.150,48.453,me013,"b""\n      Yeah, it's -\n    """
48.453,52.173,me013,"b""\n      it's interesting. I mean, basically we're dealing with rever- reverberation,\n    """
52.173,57.052,me013,"b""\n      and, um, when we deal with pure reverberation, the technique he's using works really, really well.\n    """
57.052,63.560,me013,"b'\n      Uh, and when they had the reverberation '"
63.560,67.001,me013,b'\n      '
64.750,65.490,mn052,b'\n      Hmm.\n    '
67.001,68.320,me013,b'\n      a fair amount of -\n    '
67.490,71.230,me018,"b'\n      You mean, from the actual, uh, recordings?\n    '"
68.467,71.132,mn052,b'\n      k- '
70.930,71.716,me013,b'\n      Yeah.\n    '
71.250,72.310,me018,"b""\n      It's nine D_B?\n    """
71.716,74.293,me013,b'\n      Yeah. Um -\n    '
74.293,78.366,me013,b'\n      And actually it brought up a question which may be relevant to the Aurora stuff too.\n    '
78.366,84.139,me013,"b'\n      Um, I know that when you figured out the '"
84.139,89.596,me013,"b'\n      there was some experimentation that went on at - at, uh - at O_G_I.\n    '"
89.596,90.355,me013,"b'\n      Um,\n    '"
91.363,99.001,me013,"b'\n      but one of the differences that we found between the two systems that we were using, '"
99.001,104.563,me013,"b'\n      and the system that we were - the - the uh, '"
104.563,108.907,me013,"b'\n      was that the S_R_I system had maybe a, um, hundred hertz high-pass.\n    '"
109.228,109.778,mn052,b'\n      Yep.\n    '
109.648,112.970,me013,"b'\n      And the, uh, Aurora H_T_K, it was like twenty.\n    '"
111.535,113.214,mn052,b'\n      S- sixty-four.\n    '
113.110,114.190,me013,b'\n      Uh.\n    '
113.214,114.500,mn052,b'\n      S- sixty-four.\n    '
114.330,116.350,me013,b'\n      Sixty-four? Uh.\n    '
115.160,117.380,mn052,"b""\n      Yeah, if you're using the baseline.\n    """
116.780,118.730,me013,b'\n      Is that the ba- band center?\n    '
