start,end,participant,text
5.506,6.518,me001,b'\n      Test.\n    '
5.668,6.266,fe008,b'\n      O_K.\n    '
8.583,10.243,me013,"b""\n      Let's see, I should be """
13.684,15.823,me011,b'\n      As close to your mouth as you can get it.\n    '
13.765,22.389,me013,b'\n      Two. La '
14.089,15.749,me018,b'\n      Up high - high as you can get.\n    '
14.656,19.069,fe008,b'\n      '
15.992,17.652,mn005,b'\n      Channel one one one.\n    '
21.086,22.584,me011,"b'\n      O_K, so for - for -\n    '"
21.336,23.118,mn005,b'\n      This is - chan-\n    '
24.616,25.831,me013,b'\n      '
25.054,38.414,me011,"b""\n      For people wearing the wireless mikes, like - like this one, I find the easiest way to wear it is sorta this - this sorta like that. It's actually a lot more comfortable then if you try to put it over your temples, so -\n    """
25.345,26.829,mn005,b'\n      channel channel\n    '
25.385,28.147,me001,"b'\n      Channel five, channel five.\n    '"
25.547,26.936,me018,b'\n      '
27.369,28.580,me013,b'\n      Yeah.\n    '
27.436,29.588,mn005,b'\n      one one two three\n    '
33.478,34.115,me013,b'\n      Mm-hmm.\n    '
33.933,36.404,me001,"b'\n      Test, test test.\n    '"
38.042,40.066,me013,"b'\n      What do you do, you do it higher? Mm-hmm.\n    '"
39.879,44.049,me018,"b""\n      Adam's just trying to generate good uh data for the recognizer there.\n    """
42.915,45.911,fe008,"b""\n      Yeah, I think we're supposed to - that's right.\n    """
44.697,49.283,me018,b'\n      '
45.094,58.116,me011,"b""\n      And then also, for - for all of them, if your boom is adjustable, the boom should be towards the corner of your mouth, and about a- uh a thumb to a thumb and a half distance away from your mouth, so about like I'm wearing it now.\n    """
45.311,47.030,me001,b'\n      Test test.\n    '
46.271,57.656,mn017,"b""\n      By the way, there was a bug. Yeah, i- it wasn't using the proper """
54.704,60.939,me018,b'\n      Oh. '
59.988,62.021,mn005,"b""\n      It's not always possible. """
60.100,63.639,me011,"b'\n      so- so Jane, you could actually do even a little closer to your mouth, but -\n    '"
61.413,62.153,mn017,b'\n      Hmm?\n    '
62.003,66.335,fe008,b'\n      I could - can this be adjuste- like this? Is that '
62.113,64.299,me018,"b""\n      Why didn't you get the same results and the unadapted?\n    """
64.085,69.956,mn017,"b'\n      Oh, because when it estimates the transformer pro- produces like a single matrix or something.\n    '"
64.669,65.347,me011,b'\n      Yep.\n    '
66.301,75.387,me001,"b""\n      Adam, I'm not - uh, looks kinda low on channel five - no? Maybe not. Hello? It's O_K? Is this O_K?\n    """
67.700,70.008,me018,"b'\n      O- Oh oh I see. I see, I see.\n    '"
70.163,70.963,me013,b'\n      O_K.\n    '
70.580,76.612,me011,"b""\n      Channel five, s- speak again. Yeah, that's alright. I mean, we could - we could up the gain slightly if you wanted to.\n    """
70.829,71.689,fe008,b'\n      Hello.\n    '
72.298,74.282,mn017,b'\n      Basically there were no counts '
73.065,76.625,mn005,b'\n      Yeah. '
74.542,75.636,me018,b'\n      I see what you mean.\n    '
76.503,78.135,fe016,"b""\n      Who's channel B_?\n    """
77.381,78.099,me011,b'\n      but -\n    '
79.932,82.539,me011,"b'\n      Uh, channel B_ is probably Liz.\n    '"
82.416,87.882,mn005,"b'\n      Uh channel B_ - I am channel B_. No, channel B_. Yeah, yeah.\n    '"
82.467,83.439,fe016,b'\n      Uh oh. '
83.754,86.912,fe008,"b'\n      Channel eight, eight.\n    '"
83.765,85.222,me013,"b'\n      You wanna close this, or\n    '"
84.775,91.334,fe016,"b""\n      No I- yeah, yeah, you're channel B_. So can you talk a bit? I thought it might be too """
85.114,85.912,me011,b'\n      Thank you.\n    '
85.861,87.845,mn017,"b'\n      Hello, hello.\n    '"
88.651,92.335,mn005,"b'\n      O_K, yeah, channel B_, one two three four five.\n    '"
89.314,92.425,me001,b'\n      '
90.701,92.685,me011,"b""\n      Yeah, it's alright. So, the gain isn't real good.\n    """
90.760,93.675,mn017,b'\n      '
92.303,94.859,me013,"b""\n      We're recording, right? Yeah.\n    """
92.685,94.977,me011,"b'\n      O_K, so we are recording.\n    '"
92.791,93.727,fe016,b'\n      O_K.\n    '
93.289,94.639,mn005,b'\n      Ah.\n    '
94.613,95.759,me001,b'\n      Oh.\n    '
94.930,95.697,mn017,b'\n      O_K.\n    '
94.977,100.081,me011,b'\n      Um everyone should have at least two forms possibly three in front of you depending on who you are.\n    '
96.210,97.785,me001,b'\n      '
98.758,103.083,me013,b'\n      '
100.081,106.701,me011,"b""\n      Um we - we're doing a new speaker form and you only have to spea- fill out the speaker form once but everyone does need to do it.\n    """
