start,end,participant,text
4.943,6.672,me018,"b""\n      O_K, we're on. """
8.536,14.800,me013,b'\n      '
13.770,16.957,me006,b'\n      '
14.643,15.650,fn002,b'\n      '
15.130,16.210,me013,b'\n      '
16.380,17.820,me013,b'\n      '
18.000,21.083,mn007,"b""\n      I don't know. Do you have news from the conference talk?\n    """
18.154,20.410,me013,b'\n      '
18.573,19.417,fn002,b'\n      '
21.867,23.678,mn007,"b'\n      Uh, that was\n    '"
22.980,23.754,me013,b'\n      Uh -\n    '
23.644,24.634,fn002,b'\n      '
24.160,26.024,mn007,b'\n      programmed for yesterday -\n    '
26.177,26.754,mn007,b'\n      '
27.720,28.266,me013,b'\n      Uh -\n    '
27.775,30.115,fn002,b'\n      Yesterday morning on video conference.\n    '
30.630,37.986,me013,"b'\n      Uh, '"
31.334,31.713,mn007,b'\n      '
31.519,33.010,me006,b'\n      Oh. Conference call.\n    '
36.288,38.090,mn007,b'\n      '
37.760,39.377,me018,"b'\n      Oh, this was the, uh,\n    '"
39.767,41.736,me018,b'\n      talk where they were supposed to try to decide - '
40.974,41.372,mn007,b'\n      To -\n    '
41.730,43.390,mn007,"b'\n      to decide what to do, yeah. '"
42.694,43.241,fn002,b'\n      Yeah.\n    '
43.030,44.305,me018,"b'\n      Ah, right. '"
43.500,50.255,me013,"b""\n      Yeah. No, that would have been a good thing to find out before this meeting, that's. """
43.510,43.854,mn007,b'\n      '
44.067,44.687,fn002,b'\n      '
47.420,50.126,me006,b'\n      '
51.700,57.717,me013,"b""\n      Uh, so I mean, let's - let's assume for right now that we're just kind of plugging on ahead, because even if they\n    """
56.161,56.520,mn007,b'\n      Yeah.\n    '
58.080,63.770,me013,"b""\n      tell us that, uh, the rules are different, uh, we're still interested in\n    """
65.023,68.260,me013,"b""\n      doing what we're doing. So what are you doing? """
66.355,66.729,mn007,b'\n      Mm-hmm.\n    '
67.280,70.160,mn007,b'\n      '
69.159,70.021,me006,b'\n      '
70.660,75.306,mn007,"b'\n      a little bit worked on trying to see,\n    '"
77.050,78.067,fn002,b'\n      To improve -\n    '
77.291,81.515,mn007,"b'\n      uh, what were the bugs and the problem with the latencies. So,\n    '"
82.640,86.982,mn007,"b'\n      We took - first we took the L_D_A filters and,\n    '"
87.969,89.991,mn007,b'\n      '
90.427,92.682,mn007,b'\n      using uh recursive filters actually.\n    '
92.980,96.043,me013,"b'\n      So when you say ""we"", is that something Sunil is doing or is that - ? '"
96.190,96.652,mn007,"b""\n      I'm sorry?\n    """
96.860,97.588,me013,b'\n      Who is doing that?\n    '
98.100,100.363,mn007,"b'\n      Uh, '"
99.570,102.138,me013,"b'\n      Oh, oh. Oh, O_K.\n    '"
101.611,102.726,fn002,b'\n      But - '
102.150,104.318,mn007,b'\n      So we took the filters -\n    '
105.215,107.136,mn007,b'\n      the '
107.746,109.365,mn007,b'\n      '
109.901,115.782,mn007,"b'\n      designed, uh, I_I_R filters that have the same frequency response.\n    '"
116.105,116.570,me013,b'\n      Mm-hmm.\n    '
117.050,117.468,mn007,"b'\n      Well,\n    '"
117.920,121.763,mn007,b'\n      '
121.841,122.342,me013,b'\n      Mm-hmm.\n    '
123.130,127.707,mn007,"b'\n      So they had two filters, one for the low frequency bands and another for the high frequency bands.\n    '"
128.420,132.728,mn007,b'\n      And so we redesigned two filters. And the low frequency band has\n    '
133.159,141.809,mn007,"b'\n      sixty-four milliseconds of delay, and the high frequency band filter has something like eleven milliseconds compared to the two hundred milliseconds of the\n    '"
142.695,144.499,mn007,b'\n      I_I_R filters.\n    '
145.534,153.204,mn007,"b""\n      But it's not yet test. So we have the filters but we still have to implement a routine that does recursive filtering and -\n    """
147.024,147.884,fn002,b'\n      '
149.916,150.349,me013,b'\n      O_K.\n    '
152.830,155.111,me013,b'\n      You - you had a discussion with Sunil about this though?\n    '
155.190,155.629,mn007,b'\n      No.\n    '
156.151,156.380,mn007,b'\n      No. '
157.150,157.639,me013,b'\n      Uh-'
158.504,159.526,me013,"b'\n      Yeah, you should '"
159.670,160.700,mn007,"b'\n      Yeah, yeah.\n    '"
160.210,166.444,me013,b'\n      Yeah. '
160.850,161.602,mn007,b'\n      '
164.884,165.310,mn007,b'\n      Mm-hmm.\n    '
166.890,171.372,me013,"b""\n      discuss with him what we're doing, uh, cuz they could be doing the same thing and - or something.\n    """
168.305,168.558,mn007,b'\n      Yeah.\n    '
170.497,170.946,mn007,b'\n      Mm-hmm.\n    '
172.790,176.554,mn007,"b""\n      Uh, I - yeah, I don't know if th- that's what they were trying to -\n    """
177.391,177.962,me013,b'\n      Right.\n    '
177.730,179.552,mn007,b'\n      They were trying to do something different like\n    '
180.107,183.937,mn007,"b'\n      taking, uh - well, using filter that takes only a past and\n    '"
185.101,191.623,mn007,"b'\n      this is just a little bit different. But I will- I will send him an email and tell him exactly what we are doing, so.\n    '"
191.440,193.800,me013,"b'\n      Yeah, yeah. Um, I mean -\n    '"
193.250,193.892,mn007,"b'\n      Um,\n    '"
194.872,198.623,me013,b'\n      We just - we just have to be in contact more. I think that - the - the fact that we -\n    '
197.560,198.500,mn007,b'\n      '
199.090,204.262,me013,"b""\n      we did that with - had that thing with the latencies was indicative of the fact that there wasn't enough communication. So.\n    """
