start,end,participant,text
1.182,2.532,mn017,"b""\n      There're some words that weren't -\n    """
1.530,2.539,me011,"b""\n      O_K. We're on.\n    """
2.532,6.072,mn017,"b""\n      See, there're some stretches that weren't even in one or the other, so -\n    """
4.130,6.103,fe016,b'\n      Right. It would have to be hand - Right.\n    '
6.072,6.686,mn017,b'\n      '
6.138,6.589,me001,b'\n      Yeah.\n    '
6.686,9.178,mn017,b'\n      What are you gonna '
6.718,7.610,fe016,b'\n      It would have to be -\n    '
7.860,9.451,fe008,b'\n      Hello? '
8.047,10.725,fe016,"b'\n      Well, a h- a person would - would check it over and then\n    '"
9.787,10.038,me011,b'\n      '
11.492,12.375,fe016,b'\n      give a final -\n    '
11.947,12.224,me013,b'\n      '
12.718,13.853,fe008,b'\n      Should we close the door?\n    '
14.040,16.534,me011,"b""\n      Oh, we'll wait for Chuck. Close the door behind him.\n    """
14.518,18.493,me001,"b""\n      I mean, if recognition's better on the channelized segmentations, then -\n    """
15.061,17.296,me013,b'\n      '
15.072,15.819,fe016,b'\n      '
17.212,18.752,fe016,"b""\n      Well, it's more\n    """
18.880,20.523,me013,"b""\n      We're - we're recording by the way, just for - """
19.231,20.030,fe016,b'\n      you '
20.570,21.336,fe016,"b'\n      Oh, sorry. '"
20.888,21.724,me013,"b'\n      I mean, uh u-\n    '"
21.553,23.891,me011,"b'\n      Y- you can keep talking, but you should be aware.\n    '"
22.120,24.192,me013,b'\n      You can keep talking. I just - I just - '
22.489,23.504,me051,b'\n      '
22.531,23.065,fe016,b'\n      '
24.192,25.989,me013,b'\n      g- guess you were gonna -\n    '
24.339,27.223,fe016,"b'\n      You were saying that we were waiting for Chuck, so I just - O_K.\n    '"
25.989,27.249,me013,b'\n      '
26.420,29.400,me011,"b'\n      Well, and then, uh - then Morgan said ""why don\'t we start?"" and I said ""O_'"
28.682,33.405,fe016,b'\n      '
29.370,38.492,me013,"b""\n      So the compromise is we're - we're starting but we're leaving the door open. """
32.987,33.295,me011,b'\n      '
33.405,33.947,fe016,b'\n      O_K.\n    '
35.115,36.558,fe016,b'\n      '
36.336,37.352,me051,b'\n      '
