start,end,participant,text
2.533,4.750,,b'\n      '
2.878,3.903,me018,"b""\n      And we're on. """
3.020,3.686,me006,b'\n      '
4.410,6.590,me006,b'\n      '
6.250,8.780,me013,b'\n      '
7.357,7.682,me018,b'\n      '
8.450,8.783,me018,b'\n      '
10.270,12.910,me013,"b'\n      close the door so that - Uh, Stephane will -\n    '"
11.280,11.817,me018,"b""\n      I'll get it.\n    """
15.952,16.999,,b'\n      '
16.735,17.438,me013,b'\n      Yeah '
17.288,18.049,,b'\n      '
17.959,22.036,fn002,b'\n      '
19.290,19.788,me018,b'\n      Hey Dave?\n    '
20.123,22.332,me018,"b""\n      Could you go ahead and turn on, uh, Stephane's -\n    """
21.313,22.985,me026,b'\n      '
21.707,23.902,,b'\n      '
23.902,24.816,,b'\n      '
27.260,29.786,me013,"b""\n      So that's the virtual Stephane over there.\n    """
27.282,27.752,me018,b'\n      O_K.\n    '
28.201,29.481,mn007,b'\n      '
28.440,28.906,me018,b'\n      '
28.741,31.851,mn052,b'\n      '
28.920,31.205,mn058,b'\n      Do you use a P_C for recording? Or -\n    '
31.223,36.173,me018,"b""\n      Uh, yeah, a Linux box. Yeah. It's got, uh, like sixteen channels going into it.\n    """
33.141,34.046,,b'\n      '
33.318,33.944,mn058,b'\n      Uh-huh.\n    '
34.046,43.299,,b'\n      '
36.210,36.462,mn058,b'\n      Uh-huh.\n    '
37.126,38.511,mn058,b'\n      The quality is quite good? Or - ? '
38.730,39.260,me018,b'\n      Mm-hmm.\n    '
40.670,42.269,me018,"b""\n      Yeah, so far, it's been pretty good.\n    """
42.047,42.571,mn058,b'\n      Mm-hmm.\n    '
43.052,43.672,me013,b'\n      Yeah.\n    '
43.142,43.476,me018,b'\n      '
43.700,47.523,mn052,b'\n      '
45.318,48.462,,b'\n      '
46.017,48.749,me013,"b'\n      So, uh, yeah - the suggestion was to\n    '"
48.214,50.187,mn058,b'\n      '
48.968,52.110,me013,b'\n      have these guys start to - '
50.314,51.506,,b'\n      '
50.320,50.851,me018,b'\n      '
50.447,51.846,me006,b'\n      '
52.351,53.859,me018,"b""\n      Why don't you go ahead, Dave? """
52.828,53.989,me006,b'\n      '
52.970,58.735,me026,b'\n      O_K. '
55.245,56.027,me018,b'\n      '
59.401,67.142,me026,"b'\n      getting some results, u- from the S_R_I system trained on this short Hub-five training set for the mean subtraction method. And, um,\n    '"
68.790,71.619,me026,b'\n      I ran some tests '
71.619,71.799,me026,b'\n      c-\n    '
72.104,75.638,me026,"b""\n      the results are suspicious. Um, it's, um, """
75.801,77.669,me026,b'\n      the baseline results are worse\n    '
77.805,84.920,me026,"b'\n      than, um, Andreas - than results Andreas got previously. '"
84.910,85.789,me018,"b""\n      That's on digits?\n    """
86.400,89.657,me026,"b""\n      That's on digits. It c- it - it could h- it could have something to do with, um,\n    """
87.214,87.556,me018,b'\n      Hmm. '
90.136,92.762,me026,"b""\n      downsampling. That's - that's worth looking into.\n    """
93.484,94.380,me026,"b'\n      Um,\n    '"
95.124,96.597,me026,"b'\n      d- and, um,\n    '"
96.816,101.849,me026,b'\n      ap- ap- '
97.305,101.254,fn002,b'\n      '
102.742,105.814,me026,"b""\n      where I'm planning to go over the """
106.233,110.701,me026,"b""\n      So I've been working on integrating this mean subtraction approach into the SmartKom system.\n    """
111.208,119.686,me026,"b""\n      And there's this question of, well, so, um, in my tests before with H_T_K I found it worked - it worked the best with about twelve seconds of data used to estimate the mean, but,\n    """
115.172,115.835,mn052,b'\n      '
120.051,124.121,me026,"b""\n      we'll often have less """
124.392,129.988,me026,"b""\n      So I think we'll use as much data as we have """
130.350,132.523,me026,"b""\n      we'll concatenate utterances together,\n    """
132.812,140.585,me026,"b'\n      um, to get as much data as we possibly can from the user. But, '"
