start,end,participant,text
3.580,4.174,me006,b'\n      '
4.470,4.826,me013,b'\n      '
4.826,7.773,me006,b'\n      '
5.130,5.538,me018,b'\n      O_K.\n    '
5.782,6.575,,b'\n      '
7.390,9.270,mn052,b'\n      '
9.700,11.334,me013,b'\n      '
10.107,12.461,mn052,b'\n      '
11.660,13.053,me013,b'\n      '
13.053,15.244,me013,"b'\n      O_K, so '"
13.786,15.923,mn052,b'\n      '
15.244,18.643,me013,"b'\n      We - we had a meeting with, uh - with Hynek,\n    '"
16.462,18.321,me006,b'\n      '
19.310,22.074,me013,"b'\n      um, in - in which, uh,\n    '"
22.074,22.878,me013,"b'\n      uh,\n    '"
23.412,24.684,me013,"b'\n      Sunil and Stephane,\n    '"
24.915,25.870,me013,b'\n      uh\n    '
26.550,29.700,me006,b'\n      '
27.328,29.858,me013,b'\n      '
29.858,31.545,me013,"b'\n      and, uh,\n    '"
31.545,33.008,me013,b'\n      talked about where we were gonna go.\n    '
33.008,34.884,me013,b'\n      So that - that happened sort of mid-week.\n    '
35.870,38.542,me018,b'\n      D- did - did you guys get your code\n    '
36.157,37.028,me013,b'\n      Uh.\n    '
39.700,40.102,mn052,"b'\n      Oh, yeah.\n    '"
39.740,43.320,me006,b'\n      '
40.110,41.170,me018,b'\n      pushed together?\n    '
40.865,41.102,mn052,b'\n      Yeah.\n    '
42.370,44.806,mn052,"b""\n      It's - it's - it's - it was updated yesterday, right?\n    """
42.656,42.993,me018,b'\n      Cool.\n    '
45.090,45.810,mn007,b'\n      Yeah.\n    '
45.557,45.814,mn052,b'\n      Yeah.\n    '
45.780,47.384,me018,"b'\n      Oh, right, I saw - I saw the note.\n    '"
46.230,48.040,mn007,b'\n      You probably received the mail. Yeah.\n    '
47.721,48.196,me018,b'\n      Mm-hmm. '
48.427,50.049,mn052,b'\n      '
49.003,49.874,me013,b'\n      What was the update?\n    '
51.450,52.334,mn007,b'\n      What was the update?\n    '
52.183,52.756,me013,b'\n      Yeah.\n    '
52.570,55.540,mn007,b'\n      So there is th- then - the - all the new features '
56.414,57.765,mn007,"b'\n      The, um,\n    '"
57.765,59.430,mn007,"b'\n      noise suppression,\n    '"
60.019,63.658,me006,b'\n      '
60.088,63.060,mn007,b'\n      the re-synthesis of speech after suppression.\n    '
63.980,64.920,me018,"b'\n      Is the, um -\n    '"
64.242,65.030,mn007,b'\n      These are the - Yeah.\n    '
64.920,67.494,me018,b'\n      the C_V_S mechanism working '
68.380,69.288,me018,"b'\n      Are - are people,\n    '"
69.288,71.074,me018,"b'\n      uh, up at O_G_I grabbing code\n    '"
71.780,72.557,me018,"b'\n      uh, via that?\n    '"
72.789,74.707,mn052,b'\n      '
73.020,73.467,me018,b'\n      Or - ?\n    '
73.945,76.340,mn007,"b""\n      I don't know if they use it, but. """
75.490,75.940,me018,b'\n      Uh-huh.\n    '
75.530,78.598,mn052,"b""\n      Yeah, I- I don't think anybody up there is like """
78.598,80.400,mn052,b'\n      working on it right now.\n    '
79.725,80.320,me013,b'\n      '
79.790,80.540,me018,b'\n      Mmm.\n    '
80.320,83.410,me013,b'\n      I think it more likely that what it means is that when Sunil is up there\n    '
83.410,84.061,me013,b'\n      '
83.610,83.936,mn052,b'\n      Yeah.\n    '
84.061,84.980,me013,b'\n      he will grab it.\n    '
84.605,85.036,mn052,b'\n      Yeah.\n    '
84.914,86.733,me006,b'\n      '
85.090,85.511,me018,b'\n      Yeah.\n    '
