start,end,participant,text
0.000,1.290,me003,b'\n      - what things to talk about.\n    '
0.060,1.596,fe004,"b""\n      I'm - What?\n    """
0.849,1.762,me045,b'\n      '
1.128,1.900,fn050,b'\n      '
1.356,3.060,mn015,b'\n      '
2.608,4.540,fe004,"b""\n      Really? Oh, that's """
4.280,5.787,me003,b'\n      '
4.410,6.089,me045,b'\n      '
4.612,5.497,fn050,b'\n      '
4.900,6.120,fe004,b'\n      Disincentive!\n    '
5.600,8.284,mn015,"b""\n      O_K, we're recording. """
8.795,12.309,fe004,b'\n      Hello? Hello? Which am I?\n    '
9.529,11.869,me003,b'\n      Check check '
9.818,11.060,fn050,"b'\n      Uh, yeah.\n    '"
11.745,12.895,me010,b'\n      Oh right.\n    '
12.503,13.610,me003,b'\n      Alright. Good.\n    '
13.121,14.422,fe004,b'\n      Channel fi- O_K.\n    '
14.070,16.420,mn015,b'\n      '
16.096,17.240,fn050,b'\n      '
16.810,23.780,mn015,b'\n      '
18.107,18.626,me003,b'\n      '
20.812,21.409,fe004,b'\n      O_K.\n    '
24.110,28.830,fe004,"b'\n      Are you doing something? O_K, then I guess '"
29.230,31.240,me045,b'\n      '
30.260,42.448,fe004,"b""\n      So basically the result of m- much thinking since the last time we met, um, but not as much writing, um, is a sheet that I have a lot of, like, thoughts and justification of comments on but I'll just pass out as is right now. So, um,\n    """
31.170,32.320,mn015,b'\n      '
33.700,34.980,mn015,b'\n      '
36.151,37.440,mn015,b'\n      '
38.730,39.644,mn015,b'\n      '
41.416,42.562,mn015,b'\n      '
42.448,43.524,fe004,b'\n      '
43.912,55.703,fe004,"b""\n      And there's two things. And so one on one side is - on one side is a sort of the revised sort of updated """
44.102,45.070,mn015,b'\n      '
46.045,47.809,fn050,b'\n      Um -\n    '
46.840,47.815,mn015,b'\n      '
49.326,50.291,mn015,b'\n      '
50.870,51.897,fn050,b'\n      The - wait.\n    '
52.100,53.383,mn015,b'\n      '
53.423,55.250,me045,"b'\n      This is just one sheet, right?\n    '"
54.722,56.339,fn050,b'\n      Ah! Just one sheet. O_K.\n    '
54.900,55.924,mn015,b'\n      '
55.703,58.053,fe004,"b""\n      It's just a - Nothing else. Um,\n    """
56.631,57.589,fn050,"b'\n      Front, back.\n    '"
57.240,58.062,mn015,b'\n      '
59.326,60.849,fe004,b'\n      Enough to go around? O_K.\n    '
60.030,61.694,mn015,b'\n      '
60.849,69.122,fe004,b'\n      And in '
63.294,65.001,mn015,b'\n      '
69.640,70.506,fe004,b'\n      all of this.\n    '
69.860,71.230,mn015,b'\n      '
70.506,74.463,fe004,"b""\n      So, uh, I'm not sure where\n    """
72.530,77.060,mn015,b'\n      '
75.243,76.254,fe004,b'\n      to begin.\n    '
76.254,79.395,fe004,"b'\n      Um, as usual the disclaimers are there are - all these things are -\n    '"
77.422,78.630,mn015,b'\n      '
79.395,81.664,fe004,"b""\n      it's only """
80.430,81.620,mn015,b'\n      '
81.183,81.892,me045,b'\n      Mm-hmm.\n    '
81.664,83.669,fe004,"b'\n      And, um, after a little bit more\n    '"
83.196,84.530,mn015,b'\n      '
84.090,89.954,fe004,"b""\n      discussion and especially like Keith and I - I have more linguistic things to settle in the next few days, um, it'll probably change again some more.\n    """
86.123,87.480,mn015,b'\n      '
87.771,88.399,me045,b'\n      Yeah.\n    '
89.110,90.490,mn015,b'\n      '
90.550,91.952,fe004,"b'\n      Um, maybe I will -\n    '"
92.120,93.320,mn015,b'\n      '
