start,end,participant,text
5.750,6.660,me003,b'\n      '
6.323,7.124,me011,"b""\n      O_K, we're on.\n    """
10.303,12.448,me011,"b'\n      So just make sure that th- your wireless mike is on,\n    '"
12.448,13.895,me011,"b""\n      if you're wearing a wireless.\n    """
12.602,14.920,me003,b'\n      Check one. Check one.\n    '
14.655,16.180,me011,b'\n      '
14.734,15.900,me010,b'\n      '
14.905,15.716,,b'\n      '
16.061,17.450,me003,b'\n      '
18.219,23.139,me011,"b""\n      And you should be able to see which one - which one you're on by, uh, watching the little bars change.\n    """
23.825,25.291,mn015,"b'\n      So, which is '"
25.291,28.575,mn015,b'\n      Number one. '
26.237,26.693,me011,b'\n      Yep.\n    '
26.310,27.481,me003,b'\n      '
27.481,30.350,me003,b'\n      Sibilance. Sibilance. '
31.239,35.574,me011,"b""\n      So, actually, if you guys wanna go ahead and read digits now, as long as you've signed the consent form, that's alright.\n    """
35.263,37.450,me003,b'\n      Are we supposed to read digits at the same time?\n    '
37.241,37.586,me011,b'\n      No.\n    '
37.800,38.534,me003,"b'\n      Oh, O_K.\n    '"
38.142,43.610,me011,"b""\n      No. Each individually. We're """
43.423,44.579,me003,b'\n      '
45.288,47.033,me011,b'\n      To try to read them while everyone else is.\n    '
46.127,48.420,me003,b'\n      Everyone would need '
48.100,53.172,me011,"b""\n      So, when you're reading the digit strings, the first thing to do is just say which transcript you're on.\n    """
50.160,51.180,me010,b'\n      Other way. '
52.844,53.262,me010,b'\n      We m-\n    '
53.262,54.594,me010,b'\n      We may wind up with ver-\n    '
54.594,57.160,me010,b'\n      We - we may need versions of all this garbage.\n    '
57.074,58.248,mn015,b'\n      For '
58.030,58.800,me010,b'\n      Yeah.\n    '
58.863,59.329,me011,b'\n      Um.\n    '
59.329,62.441,me011,"b""\n      So the first thing you'd wanna do is just say which transcript you're on. So.\n    """
59.720,60.557,me010,b'\n      Yeah. '
62.441,67.269,me011,"b""\n      You can see the transcript? There's two large number strings on the digits?\n    """
67.269,68.625,me011,b'\n      So you would just read that one.\n    '
68.625,72.026,me011,b'\n      And then you read each line with a small pause between the lines.\n    '
72.404,79.462,me011,"b""\n      And the pause is just so the person transcribing it can tell where one line ends and the other begins. And I'll give - I'll read the digit strings first, so can see how that goes.\n    """
81.140,83.783,me011,b'\n      Um. '
88.010,90.460,me011,"b""\n      Again, I'm not sure how much I should talk about """
90.460,92.148,me011,"b""\n      stuff before everyone's here.\n    """
93.030,95.420,me010,"b'\n      Mmm. Well, we have '"
95.046,95.635,me011,b'\n      O_K. '
95.969,98.492,me011,"b""\n      Well, why don't I go ahead and read digit strings and then we can go on from there.\n    """
98.892,102.235,me011,b'\n      So this is transcript three six five one three six seven O_. '
102.229,327.264,,b'\n      '
102.695,103.257,me011,b'\n      Three '
103.628,105.037,me011,b'\n      five one nine O_ three '
105.298,107.423,me011,b'\n      six four O_ two three O_ eight '
107.804,108.865,me011,b'\n      seven three nine '
109.288,110.775,me011,b'\n      eight seven five nine '
110.775,112.813,me011,"b'\n      Uh, strike that. Eight seven nine five. '"
113.041,113.794,me011,b'\n      nine '
113.794,115.055,me011,b'\n      O_ O_ six one '
115.055,116.211,me011,b'\n      zero zero one '
116.211,117.251,me011,b'\n      two two '
117.251,118.601,me011,b'\n      three five '
118.601,121.548,me011,b'\n      four five one O_ five two one '
122.453,124.702,me011,"b'\n      Uh, five six four seven '"
124.702,125.510,me011,b'\n      six '
125.510,126.137,me011,b'\n      seven '
126.380,127.799,me011,b'\n      eight O_ two one four '
128.053,129.163,me011,b'\n      O_ four six '
129.359,131.804,me011,b'\n      zero five five eight zero two eight. '
132.250,134.070,me011,b'\n      one six eight two eight '
134.591,135.555,me011,b'\n      two nine '
135.555,136.024,me011,b'\n      three. '
135.870,143.804,mn015,b'\n      '
141.315,143.510,me010,"b'\n      O_K. Well, we can start doing it.\n    '"
146.207,152.012,mn015,b'\n      O_K. This is Transcript three six three one three six five O_. '
152.826,154.430,mn015,b'\n      three one five '
154.630,156.996,mn015,b'\n      four two nine seven six three nine '
157.409,159.010,mn015,b'\n      five seven one '
159.300,161.820,mn015,b'\n      six seven four four six '
162.170,163.010,mn015,b'\n      seven '
163.460,164.260,mn015,b'\n      eight '
164.290,166.530,mn015,b'\n      nine zero four three '
166.900,170.050,mn015,b'\n      zero two four nine two six nine '
170.710,172.460,mn015,b'\n      one seven four one '
173.200,176.100,mn015,b'\n      two three four zero four seven nine '
176.640,177.680,mn015,b'\n      three seven '
178.115,178.970,mn015,b'\n      four '
179.820,180.830,mn015,b'\n      five '
181.820,182.820,mn015,b'\n      six '
183.170,184.880,mn015,b'\n      eight three O_ nine '
185.326,187.170,mn015,b'\n      nine three four seven '
187.696,188.850,mn015,b'\n      O_ seven '
189.570,191.201,mn015,b'\n      zero nine O_- one seven '
192.519,193.290,mn015,b'\n      one '
193.820,194.510,mn015,b'\n      two. '
196.911,201.536,me010,b'\n      This is transcript three five seven one three five nine O_. '
202.235,204.120,me010,b'\n      Zero nine six zero. '
204.277,205.050,me010,b'\n      One. '
205.370,205.980,me010,b'\n      Two. '
206.329,208.367,me010,b'\n      Three zero zero zero. '
207.446,235.740,me012,b'\n      '
208.625,210.232,me010,b'\n      Five one two. '
210.620,213.120,me010,b'\n      Six four O_ one nine. '
213.590,214.603,me010,b'\n      Seven three. '
215.103,216.652,me010,b'\n      Eight eight eight. '
217.193,218.280,me010,b'\n      Nine. '
218.630,219.400,me010,b'\n      O_. '
219.930,223.125,me010,b'\n      Zero zero three one two nine eight. '
223.615,225.313,me010,b'\n      Two three five '
225.313,226.872,me010,b'\n      three three O_.'
227.245,228.094,me010,b'\n      Four nine '
228.358,231.176,me010,b'\n      Four nine one zero five zero seven. '
231.633,232.436,me010,b'\n      Six. '
232.918,235.200,me010,b'\n      Seven O_ five three one. '
235.790,237.787,me010,b'\n      Eight zero six two zero. '
238.077,239.353,me010,b'\n      O_ one five. '
239.646,241.990,me010,b'\n      Zero three eight three two. '
244.249,249.289,me003,b'\n      This is transcript three five nine one three six one zero. '
250.339,251.410,me003,b'\n      one four '
252.028,253.444,me003,b'\n      two six six '
254.087,255.776,me003,b'\n      three six five zero '
256.109,257.256,me003,b'\n      four '
257.436,259.349,me003,b'\n      five O_ five six '
259.676,261.168,me003,b'\n      seven two '
261.469,262.549,me003,b'\n      eight four '
262.772,264.797,me003,b'\n      nine nine nine O_ O_ '
265.277,266.235,me003,b'\n      O_ '
266.235,268.119,me003,b'\n      zero eight eight three '
268.549,269.472,me003,b'\n      one '
269.472,270.578,me003,b'\n      two '
270.578,273.613,me003,b'\n      four one five seven five O_ one '
274.464,277.245,me003,b'\n      five three two O_ six six eight '
277.245,280.385,me003,b'\n      six seven two six four nine one '
280.385,283.310,me003,b'\n      seven six zero zero eight eight nine '
283.310,285.352,me003,b'\n      eight seven eight five '
285.352,286.526,me003,b'\n      nine '
286.526,287.899,me003,b'\n      O_ O_ '
287.899,289.897,me003,b'\n      one two eight O_. '
291.350,295.369,me012,"b'\n      This is transcript three five five one, three five seven O_. '"
296.070,298.381,me012,b'\n      O_ nine O_ eight O_ two O_ '
298.381,299.320,me012,b'\n      zero '
