start,end,participant,text
4.981,5.339,fe016,b'\n      '
5.339,9.220,fe016,b'\n      '
7.755,9.201,fe016,"b""\n      O_K, we're recording.\n    """
9.201,9.747,mn014,"b""\n      It's recording. """
9.747,11.297,me013,b'\n      Oh. '
11.297,12.080,,b'\n      '
12.080,13.265,me018,b'\n      Gotta turn this on.\n    '
13.330,14.930,mn014,b'\n      '
13.947,15.985,me013,"b'\n      Yeah. Oh boy, I '"
15.985,16.557,me001,b'\n      Uh-oh. '
16.435,19.263,mn014,b'\n      '
16.557,17.640,mn014,b'\n      '
17.179,19.410,fe016,b'\n      '
17.747,18.238,me013,b'\n      Um. '
18.238,18.888,,b'\n      '
18.888,20.097,me013,b'\n      '
20.243,20.754,me018,b'\n      Hmm. '
20.754,21.333,,b'\n      '
21.361,22.739,fe016,b'\n      '
22.223,23.035,me001,b'\n      One. '
22.224,34.526,mn014,b'\n      '
23.035,24.075,me013,b'\n      O_K.\n    '
23.836,29.980,fe016,b'\n      '
24.075,26.091,me013,"b'\n      Boy, this - these things sure are weird. O_K.\n    '"
26.091,26.501,fe016,b'\n      '
27.612,28.420,me018,b'\n      '
28.766,35.220,me018,b'\n      '
34.801,35.327,mn017,b'\n      '
36.050,37.485,mn014,b'\n      Channel.\n    '
36.072,40.233,mn017,b'\n      '
37.807,40.163,fe016,b'\n      Make sure to turn your microphone on.\n    '
38.906,39.322,me013,b'\n      '
40.163,41.258,fe016,"b""\n      There's a battery.\n    """
40.417,41.324,mn014,b'\n      Channel.\n    '
40.683,41.783,me018,b'\n      '
41.946,43.220,me001,b'\n      There we go.\n    '
42.460,43.540,me018,b'\n      '
42.875,43.473,fe016,b'\n      O_K.\n    '
43.861,44.684,me018,b'\n      '
45.244,47.362,me001,b'\n      '
45.590,49.883,fe016,"b""\n      Your channel number's already on this blank sheet. So you just - If you can -\n    """
46.903,47.849,me018,b'\n      '
47.347,85.732,,b'\n      '
47.362,48.180,me001,b'\n      Yeah.\n    '
47.953,48.981,me018,b'\n      '
48.180,52.742,me001,b'\n      '
48.180,49.909,me013,b'\n      '
50.250,53.217,me013,"b""\n      Channel five. I'm on channel five.\n    """
51.214,53.056,mn014,b'\n      Channel whatever. '
52.742,54.660,me001,"b'\n      Camera one, camera two.\n    '"
53.056,54.048,mn014,b'\n      What am I?\n    '
53.217,54.530,me013,b'\n      Little low? '
54.596,55.445,mn014,b'\n      Channel four?\n    '
54.660,57.321,me001,b'\n      '
55.702,56.770,mn014,b'\n      '
56.547,57.970,me013,b'\n      Channel five.\n    '
57.635,59.205,mn014,b'\n      This '
57.970,59.228,me013,b'\n      Channel five.\n    '
59.228,60.167,me013,b'\n      O_K.\n    '
59.266,62.582,fe016,"b""\n      The gai- the gain's up at it - what it usually is, but if you think it's -\n    """
61.720,62.447,me013,b'\n      Is it?\n    '
62.582,63.054,fe016,b'\n      '
63.054,64.773,fe016,"b""\n      Yeah. It's sort of a default.\n    """
65.235,67.165,fe016,b'\n      But I can set it higher if you like.\n    '
66.486,67.263,me013,b'\n      Oh.\n    '
66.521,70.423,me001,b'\n      '
67.263,68.611,me013,b'\n      Maybe it should be a '
68.310,68.842,fe016,b'\n      Yeah?\n    '
68.611,69.990,me013,"b""\n      It's not\n    """
68.842,72.964,fe016,b'\n      '
70.767,71.996,me013,b'\n      showing much.\n    '
73.094,74.597,mn014,b'\n      '
74.496,77.353,me013,b'\n      '
76.770,79.118,mn014,b'\n      '
80.204,87.783,me013,"b""\n      Test, test, test, test, test, test, test, test, test, test. O_K, that - that seems better? Yeah? O_K, good. Ah, that's good, that's good.\n    """
85.732,87.778,fe016,b'\n      Yeah.\n    '
85.732,87.778,me013,"b""\n      Can't get it """
88.207,89.180,me013,b'\n      O_K.\n    '
91.104,94.736,me013,b'\n      '
93.607,94.133,,b'\n      '
94.736,96.108,me013,b'\n      Ahh. Mmm. '
98.385,100.041,,b'\n      '
102.353,111.043,fe016,b'\n      '
110.177,111.025,me013,b'\n      '
111.000,111.385,,b'\n      '
111.524,114.134,me013,b'\n      So I - I had a question for Adam.\n    '
114.626,115.588,me013,b'\n      Have we started already?\n    '
115.774,118.509,fe016,"b'\n      Well, we started recording, but - Yeah.\n    '"
117.097,117.752,me013,b'\n      Yeah.\n    '
118.471,119.720,me013,b'\n      Is Jane around or - ? '
119.686,121.390,me018,b'\n      I '
122.375,123.341,me013,b'\n      Uh.\n    '
125.531,127.549,fe016,"b'\n      She can just walk in, I guess, '"
125.893,126.936,me018,b'\n      I think -\n    '
126.936,128.820,me018,"b""\n      Yeah. She'll probably come up.\n    """
127.347,127.820,me013,b'\n      Right.\n    '
127.549,128.053,fe016,b'\n      '
128.053,130.779,fe016,"b""\n      Since we're starting late I figured we'd better just start.\n    """
129.770,133.721,me013,b'\n      '
134.430,135.439,me013,"b'\n      uh,\n    '"
135.842,139.782,me013,b'\n      say if he thought anymore about the '
139.782,142.230,me013,b'\n      it occurred to me that this is late May and\n    '
142.950,146.008,me013,b'\n      the DARPA meeting is in '
146.672,148.224,me013,"b'\n      Uh, but\n    '"
148.857,151.362,me013,b'\n      '
151.678,154.557,me013,b'\n      '
154.557,158.440,me013,b'\n      the transcriber interface is '
160.490,161.750,me013,b'\n      Anybody remember?\n    '
161.696,162.540,fe016,"b'\n      Well,\n    '"
163.150,167.456,fe016,"b'\n      we were gonna do a mock-up, like, '"
167.456,170.533,fe016,b'\n      that was totally separate from the interface. '
171.443,172.429,fe016,"b'\n      Remember, like,\n    '"
172.479,173.787,me013,b'\n      Mm-hmm. '
173.112,174.933,fe016,"b'\n      asking questions and retrieving,\n    '"
175.586,176.397,fe016,b'\n      '
176.397,178.403,fe016,b'\n      but in a pre-stored fashion.\n    '
177.959,178.941,me013,b'\n      '
178.941,179.781,me013,b'\n      Right.\n    '
179.225,183.920,fe016,"b'\n      That was the thing we talked about, I think, '"
180.683,185.193,,b'\n      '
183.008,183.579,me013,b'\n      Yeah.\n    '
184.430,185.023,me013,b'\n      '
185.023,187.600,me013,"b'\n      Alright. So anyway, you have to sort out that out and\n    '"
187.600,189.414,me013,"b""\n      get somebody going on it cuz we're -\n    """
190.057,193.073,me013,b'\n      got a - got a month left basically. So. '
193.349,194.664,fe016,b'\n      You '
194.213,201.761,,b'\n      '
194.664,196.732,fe016,"b'\n      O_K, good. '"
195.658,198.258,me013,b'\n      '
196.907,197.705,mn014,b'\n      '
197.004,198.879,me001,b'\n      '
198.258,199.496,me013,b'\n      O_K.\n    '
203.018,204.879,,b'\n      '
203.887,205.826,me013,b'\n      '
205.826,207.580,me013,b'\n      '
209.316,211.808,me013,b'\n      '
211.808,213.688,me013,b'\n      You got - you just '
213.770,217.750,fe016,b'\n      '
216.616,217.327,me013,b'\n      Oh.\n    '
217.134,217.770,me018,b'\n      '
217.926,218.661,mn017,b'\n      '
218.560,222.163,fe016,b'\n      I '
221.263,225.553,me013,"b'\n      Oh, '"
222.163,226.613,fe016,b'\n      '
225.553,226.879,me013,b'\n      Oh.\n    '
226.613,230.129,fe016,"b'\n      We all, by the '"
230.677,231.677,fe016,b'\n      So.\n    '
230.945,231.448,me013,b'\n      '
231.448,232.511,me013,b'\n      '
232.270,233.080,fe016,b'\n      Yeah. '
232.511,232.943,me013,b'\n      '
232.943,237.643,me013,"b'\n      So, the choice is, uh, which - which do we want more, the - the - the comparison, uh,\n    '"
237.643,243.201,me013,b'\n      '
242.095,242.730,fe016,b'\n      '
242.118,242.915,mn017,b'\n      '
242.730,245.402,fe016,"b""\n      It's just cuz I didn't have any more digit sheets.\n    """
244.946,245.742,me013,b'\n      I '
245.824,246.676,fe016,b'\n      So.\n    '
245.945,252.084,me013,"b'\n      But, you know, which opportunity should we '"
246.676,248.401,fe016,b'\n      Yeah. '
251.300,252.290,mn017,b'\n      '
251.855,254.609,fe016,"b'\n      I mean, it - Actually it might be good to\n    '"
252.084,252.856,me013,b'\n      '
252.211,254.158,me001,b'\n      '
252.646,253.945,mn017,b'\n      '
253.117,253.790,mn014,b'\n      '
254.609,258.043,fe016,b'\n      have them separately and have the same exact strings. '
258.043,260.512,fe016,b'\n      we could use '
259.012,265.256,me001,b'\n      '
260.512,264.211,fe016,b'\n      it of course goes more quickly doing '
262.073,263.296,me013,b'\n      '
263.296,265.612,me013,"b""\n      I guess we'll see i- I guess it's dependent on\n    """
264.481,266.479,fe016,b'\n      See how long we go. '
265.612,270.467,me013,b'\n      '
268.626,276.663,mn014,"b""\n      But anyway, they won't be identical as somebody is saying zero in some - sometimes, you know, saying O_, and so, it's not i- not identical.\n    """
268.713,270.139,me018,b'\n      '
269.389,270.952,mn017,b'\n      '
272.659,273.311,fe016,b'\n      Right.\n    '
273.714,275.119,me001,b'\n      '
273.793,274.378,fe016,b'\n      Right.\n    '
276.614,277.975,me013,"b""\n      Yeah. We'd have to """
277.931,279.860,fe016,"b""\n      We'd be like a chorus. """
278.435,279.740,me001,b'\n      '
278.610,279.135,mn014,b'\n      O_K.\n    '
278.984,281.280,me013,"b""\n      Yeah. We'd have to get s- get some experience.\n    """
279.849,280.745,mn017,b'\n      Greek chorus.\n    '
280.431,281.154,me001,b'\n      Yeah.\n    '
280.791,281.402,mn014,b'\n      '
281.074,282.040,fe016,b'\n      '
282.027,282.784,me013,b'\n      '
282.996,288.896,me013,b'\n      Really '
285.430,286.770,fe016,b'\n      '
285.647,287.052,me018,b'\n      '
285.811,286.940,mn017,b'\n      '
286.831,287.991,me001,b'\n      '
289.133,291.546,me013,b'\n      Um. Do we '
292.011,295.376,me013,"b""\n      Adam usually tries to put those together, but he's ill. So.\n    """
294.571,296.097,me018,"b""\n      I've got a couple of things to talk about.\n    """
296.097,298.466,me018,b'\n      '
296.238,296.832,me013,b'\n      Yeah.\n    '
296.832,298.700,me013,b'\n      Uh ju- what - what might those be?\n    '
298.466,298.891,me018,b'\n      '
298.891,303.027,me018,"b'\n      Uh, I_B_M stuff and, um, just getting\n    '"
300.395,305.395,me001,b'\n      '
303.027,303.690,me018,b'\n      '
303.690,306.951,me018,"b'\n      uh, meeting information organized.\n    '"
306.856,307.609,me013,b'\n      '
307.609,310.470,me013,b'\n      Meeting info organized.\n    '
310.470,311.311,me013,b'\n      O_K.\n    '
311.939,313.140,me013,b'\n      Um. '
312.382,314.770,mn017,"b""\n      Are you implying that it's currently """
314.075,316.746,me013,b'\n      '
314.770,318.470,me018,b'\n      In '
315.461,317.188,mn014,b'\n      '
315.467,316.555,mn017,b'\n      '
315.940,316.731,me001,b'\n      '
317.356,321.156,me013,b'\n      '
321.850,323.041,me013,"b'\n      uh,\n    '"
323.513,326.634,me013,b'\n      the '
326.634,329.415,me013,"b'\n      et cetera, tho- those things that were happening before with - ?\n    '"
329.288,330.141,,b'\n      '
331.409,335.777,me013,b'\n      Y- y- you guys were doing a bunch of experiments with different front-ends and then with - '
331.834,332.419,mn017,b'\n      Well.\n    '
335.553,351.931,fe008,b'\n      '
335.777,338.607,me013,"b'\n      Is - is that still sort of where it was, uh, the other day?\n    '"
337.797,338.843,mn017,"b""\n      We're improving.\n    """
339.325,340.130,me013,"b""\n      We're """
340.059,340.508,mn017,b'\n      Yeah.\n    '
340.134,343.735,me018,b'\n      Now the - the - You saw the note that the P_L_P now is\n    '
340.750,342.287,me013,b'\n      '
341.097,342.178,mn017,b'\n      '
344.003,347.303,me018,b'\n      getting basically the same as the M_F_C_C. Right?\n    '
345.728,346.214,me013,b'\n      Right.\n    '
346.794,347.275,mn017,b'\n      '
347.020,347.559,me013,b'\n      Right.\n    '
347.275,349.444,mn017,"b""\n      Yeah. Actually it looks like it's getting """
349.928,350.388,me013,b'\n      '
350.603,352.319,mn017,"b""\n      So. But - but it's not -\n    """
351.248,352.761,me013,"b'\n      Just with - with age, kind of.\n    '"
352.606,355.520,me018,b'\n      '
352.730,354.265,mn017,b'\n      With age. Yeah. '
353.563,356.037,me013,b'\n      Yeah. Yeah. '
353.977,357.743,me001,b'\n      '
354.669,355.457,mn017,"b'\n      But, uh,\n    '"
355.457,358.365,mn017,"b""\n      that's not d- directly related to me. Doesn't mean we can't """
357.015,357.746,fe008,b'\n      '
358.365,359.206,mn017,b'\n      '
359.206,359.647,mn017,"b'\n      Um,\n    '"
359.647,361.613,mn017,"b""\n      it seems - It looks l- I haven't -\n    """
361.613,362.541,mn017,"b""\n      The - It's -\n    """
362.541,365.336,mn017,"b'\n      The experiment is still not complete, but,\n    '"
365.787,366.318,mn017,"b'\n      um,\n    '"
366.756,368.132,mn017,b'\n      it looks like the\n    '
368.680,371.045,mn017,b'\n      vocal tract length normalization is working '
371.441,372.033,mn017,"b'\n      actually,\n    '"
372.369,378.378,mn017,b'\n      w- using the warp factors that we computed for the S_R_I system and just applying them to the '
372.408,373.233,me013,b'\n      Mm-hmm.\n    '
376.834,377.938,me013,b'\n      '
377.852,378.980,me018,b'\n      '
377.938,380.474,me013,"b""\n      That's pretty funny. """
378.980,380.405,me018,b'\n      '
379.169,379.724,mn017,b'\n      Yeah.\n    '
379.358,382.152,fe016,b'\n      So you just need to '
380.474,381.944,me013,b'\n      '
380.946,383.700,mn017,b'\n      Just had to take the '
383.452,384.045,fe008,b'\n      O_K. '
383.707,384.857,fe016,b'\n      '
383.997,386.358,mn017,b'\n      they have different meanings in the two systems.\n    '
385.407,386.176,me013,b'\n      Ah! '
386.176,388.505,me013,"b""\n      Yeah. Well, that's always good to do. O_K.\n    """
386.358,387.328,mn017,b'\n      '
387.933,388.585,mn017,b'\n      Yeah. '
388.505,390.021,me013,b'\n      '
390.021,391.761,me013,b'\n      O_K. Uh -\n    '
391.211,395.439,mn017,b'\n      But '
392.255,392.830,me013,b'\n      Yeah.\n    '
395.699,399.036,mn017,"b'\n      was, um, as far as '"
399.388,400.270,mn017,"b'\n      um,\n    '"
400.600,407.454,mn017,"b'\n      we would really like to, uh, move, uh, to, uh, doing the recognition on automatic segmentations.\n    '"
400.890,401.167,fe016,b'\n      '
408.335,410.239,mn017,b'\n      Because in all our previous\n    '
410.789,413.261,mn017,"b'\n      experiments, we had the -\n    '"
413.602,416.494,mn017,"b'\n      uh, you know, we were essentially cheating by having the,\n    '"
416.494,417.156,mn017,"b'\n      um,\n    '"
417.156,420.052,mn017,"b'\n      you know, the h- the hand-segmentations as the basis of the recognition.\n    '"
418.736,419.691,me013,b'\n      Mm-hmm.\n    '
420.052,425.082,mn017,b'\n      '
420.552,421.782,mn014,b'\n      '
422.275,423.283,me001,b'\n      Come on. '
423.738,425.894,me001,b'\n      '
424.252,425.476,mn014,b'\n      '
425.082,426.073,mn017,b'\n      doing a -\n    '
426.069,427.731,mn014,b'\n      '
426.398,429.071,me013,b'\n      Y- think - you think we should increase the error rate. Good.\n    '
426.419,427.571,mn017,"b'\n      uh, doing -\n    '"
427.731,428.692,mn014,b'\n      Anyway. Yeah.\n    '
428.173,430.485,me018,b'\n      '
428.636,429.189,fe016,b'\n      '
428.692,429.220,mn014,b'\n      Yeah.\n    '
428.842,429.356,mn017,b'\n      Yeah.\n    '
429.071,429.444,me013,b'\n      '
429.220,431.409,me001,b'\n      '
429.321,430.124,fe008,b'\n      '
429.356,430.246,mn017,b'\n      Yeah.\n    '
429.444,431.446,me013,b'\n      Yeah. '
430.310,433.727,mn014,"b""\n      That- that's what """
431.814,432.557,fe016,b'\n      Yeah.\n    '
431.898,432.264,mn017,b'\n      Yeah.\n    '
432.840,433.365,mn017,b'\n      Yeah.\n    '
433.483,434.429,fe016,b'\n      And even -\n    '
433.727,434.930,mn014,b'\n      get together and -\n    '
434.429,435.603,fe016,b'\n      The good thing is that\n    '
435.603,442.328,fe016,"b'\n      since you, um, have high recall, '"
440.906,441.456,mn014,b'\n      Yeah.\n    '
441.335,441.942,mn017,b'\n      Right.\n    '
442.328,445.104,fe016,b'\n      '
444.582,445.145,mn014,b'\n      Yeah.\n    '
445.104,447.838,fe016,"b'\n      uh, '"
447.838,448.550,fe016,b'\n      '
448.550,453.865,fe016,"b'\n      I know that if we run recognition unconstrained on a whole waveform,\n    '"
453.865,455.915,fe016,b'\n      we do '
455.915,462.091,fe016,"b""\n      we're getting insertions in places what - that you may well be cutting out. So we """
456.642,457.834,mn017,b'\n      '
457.369,458.005,mn014,b'\n      Yeah.\n    '
458.720,459.587,me013,b'\n      Mm-hmm.\n    '
460.120,464.670,mn017,b'\n      We should - we should consider doing some '
465.209,466.986,mn017,"b'\n      you know, retraining or adapting the -\n    '"
466.907,467.428,fe016,b'\n      Mmm.\n    '
466.986,467.596,mn017,b'\n      '
467.596,472.051,mn017,"b'\n      the models for background noise to the - to this environment, for instance.\n    '"
468.738,469.710,fe016,b'\n      Yeah.\n    '
471.118,471.814,mn014,b'\n      Yeah.\n    '
471.656,473.800,fe016,"b""\n      And, yeah, using Thilo's,\n    """
472.980,473.820,mn017,b'\n      So.\n    '
474.268,476.292,fe016,"b'\n      you know, posteriors or '"
476.292,477.995,fe016,"b""\n      right now they're - they're\n    """
478.387,479.223,fe016,b'\n      '
479.223,480.748,fe016,b'\n      '
479.271,479.954,mn014,b'\n      Yeah.\n    '
480.748,481.334,fe016,b'\n      to\n    '
481.511,484.182,fe016,b'\n      consider those '
484.182,487.014,fe016,"b""\n      There's lots of ins- interesting things that could be done.\n    """
484.201,484.770,mn017,b'\n      Right.\n    '
485.967,486.487,mn014,b'\n      Yeah.\n    '
486.487,487.731,mn014,b'\n      Yeah. We should do that.\n    '
487.571,488.779,fe016,b'\n      So.\n    '
488.658,489.053,me013,b'\n      Good.\n    '
489.053,490.304,me013,b'\n      '
490.304,491.940,me013,"b""\n      So, uh, why don't we,\n    """
491.940,494.231,me013,"b'\n      uh, do the I_B_M stuff?\n    '"
494.175,494.570,me018,b'\n      '
494.231,496.007,me013,b'\n      You had some '
494.570,499.021,me018,"b'\n      Yeah. So, um, talked with Brian and gave him the\n    '"
499.382,504.190,me018,b'\n      alternatives to the single beep at the end of each utterance that we had\n    '
500.346,501.485,,b'\n      '
503.657,504.190,me013,b'\n      Right.\n    '
504.190,505.550,me018,b'\n      generated before. '
505.550,506.713,me018,b'\n      And so -\n    '
505.730,507.840,me013,"b'\n      The, uh, Chuck chunks.\n    '"
507.420,509.517,me018,b'\n      Yeah. '
507.681,508.208,mn014,b'\n      Hmm.\n    '
507.790,508.680,fe016,b'\n      '
507.840,509.396,me013,b'\n      '
509.517,513.256,me018,b'\n      And so he talked it over with the transcriber and the transcriber thought that the\n    '
513.256,518.170,me018,"b'\n      easiest thing for them would be if there was a beep and then the nu- a number, a digit, and then a beep,\n    '"
516.747,517.371,me013,b'\n      Yeah.\n    '
518.109,518.735,me013,b'\n      Yeah.\n    '
518.170,520.220,me018,"b'\n      uh, at the beginning of each one and that would help\n    '"
520.426,522.291,me018,b'\n      keep them from getting lost. '
522.291,523.743,me018,"b'\n      And, um, '"
523.743,528.605,me018,"b""\n      so Adam wrote a little script to generate those style, uh, beeps and so we're -\n    """
527.908,529.300,mn017,"b""\n      Where'd you get the """
529.300,532.343,me018,b'\n      '
532.437,533.604,fe008,b'\n      They sound '
532.770,533.118,me018,b'\n      So.\n    '
533.664,535.170,fe016,"b""\n      That's a great idea.\n    """
533.734,534.670,me018,b'\n      Does it sound O_K?\n    '
534.237,534.963,fe008,b'\n      Yeah.\n    '
535.028,536.290,mn017,b'\n      '
535.320,537.629,me018,"b'\n      So, um - Yeah. We just used those.\n    '"
536.930,539.935,mn017,b'\n      And do you splice them into the '
539.972,545.438,me018,"b'\n      Yeah. He - then he d- I recorded - Actually, I recorded one through ten '"
541.223,542.171,mn017,b'\n      Right.\n    '
543.472,544.086,mn017,b'\n      Mm-hmm. '
545.438,548.265,me018,b'\n      He liked the '
548.265,551.166,me018,b'\n      and spliced '
550.551,552.640,mn014,b'\n      It will be funny uh -\n    '
550.912,553.582,fe008,"b""\n      It sounds like a radio announcer's voice. Really.\n    """
552.930,555.262,me018,b'\n      '
553.582,554.920,fe008,"b'\n      Yeah, yeah.\n    '"
553.605,554.612,fe016,b'\n      '
553.646,554.870,me001,b'\n      '
554.767,561.179,mn014,"b""\n      It will be funny when you're """
558.920,563.340,me018,b'\n      Yeah. With my - '
559.906,562.474,fe016,b'\n      '
560.921,563.334,fe008,"b""\n      Oh that's right. """
561.179,561.606,mn014,b'\n      '
561.606,563.508,mn014,b'\n      Yeah. '
562.421,564.343,me013,b'\n      '
563.334,564.303,fe008,"b'\n      Now actually,\n    '"
563.340,564.572,me018,"b""\n      That'll throw """
564.303,565.790,fe008,"b""\n      we're - Are we handling - ?\n    """
564.343,571.960,me013,"b'\n      Uh, '"
566.930,570.066,mn014,b'\n      '
