start,end,participant,text
6.579,7.007,me011,b'\n      Testing.\n    '
10.469,12.246,me907,"b'\n      Is this a virtual meeting, or - ? '"
12.818,14.013,me011,"b""\n      Uh, they're partici- """
17.095,17.507,me011,b'\n      O_'
17.919,18.461,me011,b'\n      Are we on?\n    '
19.927,20.118,me011,b'\n      Yep.\n    '
23.188,24.423,,b'\n      '
25.148,25.881,me011,"b'\n      O_K, thanks '"
25.933,26.866,mn082,"b'\n      O_K, we can start?\n    '"
27.079,27.264,me011,b'\n      Yep.\n    '
27.373,32.380,mn082,"b'\n      O_K. Thank you, Adam. I will call you then when we are '"
28.087,28.749,me011,b'\n      Just give me a call.\n    '
31.011,32.634,me011,b'\n      O_K. Thanks. '
32.950,34.428,mn082,"b'\n      O_K, welcome to our next meeting.\n    '"
35.301,38.417,mn082,b'\n      Um '
38.500,39.504,mn035,b'\n      '
38.527,40.007,mn082,"b'\n      One is related to the proposal,\n    '"
40.669,41.512,mn082,"b'\n      Michael, please can you\n    '"
41.263,41.467,mn035,b'\n      Yep.\n    '
41.984,42.617,mn082,b'\n      close the door?\n    '
42.617,43.139,mn082,b'\n      Thank you.\n    '
44.125,45.414,mn082,"b'\n      And, um\n    '"
45.326,46.253,,b'\n      '
45.895,46.738,mn035,b'\n      '
45.924,48.762,mn082,"b'\n      furthermore, as most of you know I will leave in\n    '"
49.159,52.664,mn082,"b'\n      tenth of December, I think we should discuss how we proceed in the meantime,\n    '"
52.664,53.193,mn082,b'\n      '
53.193,53.878,mn082,"b'\n      because I get,\n    '"
54.420,56.978,mn082,"b'\n      I would like to say, different signals from Siemens,\n    '"
57.752,61.354,mn082,"b""\n      I believe, in the meantime it's a higher probability that I """
61.651,66.446,mn082,"b'\n      but based on the pro- uh, procedure to get a J_one visa and the I_P six six\n    '"
67.097,67.911,mn082,b'\n      it will be -\n    '
69.079,71.650,mn082,"b'\n      I would like to say, earliest stage will be end of '"
72.057,75.435,mn082,b'\n      so that means '
75.435,76.005,mn082,b'\n      '
76.005,81.053,mn082,b'\n      Then furthermore I would '
81.053,81.515,mn082,b'\n      '
81.515,85.042,mn082,b'\n      um '
85.612,87.664,mn082,"b'\n      for this, uh, ongoing process, uh,\n    '"
87.664,88.768,mn082,b'\n      concerning '
89.056,90.154,mn082,"b""\n      O_K, from you it's\n    """
90.353,91.959,mn082,b'\n      definitely '
91.252,91.689,mn081,b'\n      '
92.387,93.240,mn082,"b'\n      O_K, for Michael,\n    '"
92.629,93.203,mn081,b'\n      '
93.203,93.531,mn081,b'\n      '
93.431,95.503,mn082,b'\n      what are '
95.911,97.255,mn082,"b'\n      Dietmar, maybe you then, also.\n    '"
97.834,101.325,mn082,b'\n      What '
101.325,101.814,mn082,b'\n      '
101.814,104.704,mn082,"b'\n      U_S_A_I_A and also this, uh, your current work,\n    '"
105.344,108.327,mn082,"b'\n      and from my point, it seems to be clear that I will go back\n    '"
109.385,111.439,mn082,"b'\n      definitely at tenth of December,\n    '"
111.550,112.641,mn082,"b'\n      and, as I mentioned before,\n    '"
112.886,113.894,mn082,b'\n      probably will be -\n    '
114.637,117.363,mn082,"b'\n      more than fifty percent, I would like to say, that I will be come back\n    '"
118.348,118.809,mn082,b'\n      to\n    '
119.184,120.498,mn082,b'\n      get '
121.075,125.349,mn082,b'\n      to '
125.919,127.745,mn082,"b'\n      and get, in principle, '"
127.745,130.600,mn082,b'\n      by '
131.088,135.566,mn082,b'\n      So '
135.851,139.637,mn082,"b""\n      and based on the success, I think that's always an ongoing process to go back to -\n    """
140.310,146.371,mn082,"b'\n      uh, to '"
146.371,151.641,mn082,b'\n      so that is '
151.641,152.335,mn082,b'\n      '
152.335,156.403,mn082,"b'\n      And, furthermore, I would like to - First of all, '"
157.095,159.705,mn082,b'\n      uh '
159.705,160.392,mn082,b'\n      '
160.790,161.046,mn030,b'\n      Oh.\n    '
161.046,164.188,mn030,b'\n      '
161.613,162.129,mn082,b'\n      Eh\n    '
162.310,163.692,mn082,"b'\n      in principle, in his spare time.\n    '"
163.692,163.934,mn082,b'\n      Yeah!\n    '
164.188,164.708,mn030,b'\n      Yeah.\n    '
164.708,168.546,mn030,b'\n      '
165.195,167.594,mn082,"b'\n      Uh I will - So - so the first, '"
168.016,168.441,mn082,"b'\n      uh,\n    '"
168.813,170.065,mn082,"b'\n      box, this morning.\n    '"
170.065,174.151,mn082,b'\n      '
174.038,175.383,mn030,b'\n      '
174.792,177.109,mn082,"b""\n      and I'm looking for """
177.109,179.066,mn082,b'\n      who are setting the '
179.136,179.485,mn021,b'\n      '
179.170,180.168,mn030,b'\n      '
179.485,181.317,mn021,b'\n      But wh- wh- wh- what are the box?\n    '
181.679,183.218,mn082,b'\n      A box is a '
182.589,183.951,mn030,b'\n      P_Cs. P_Cs.\n    '
183.881,184.492,mn021,b'\n      But what w-\n    '
184.237,190.091,mn082,"b'\n      Equipped with - with - we should equipped it with - with Linux or maybe too with Free B_S_D, '"
187.850,188.432,mn030,b'\n      '
188.432,189.295,mn030,b'\n      Well the first\n    '
190.048,194.985,mn030,"b'\n      stop, - the first thing '"
190.527,191.156,mn082,"b""\n      and we'll -\n    """
194.985,195.828,mn030,b'\n      removal -\n    '
196.125,198.054,mn030,"b'\n      removable - um, hard disk.\n    '"
198.054,198.887,mn030,b'\n      '
198.320,199.500,mn082,b'\n      And now we have an '
198.887,199.723,mn030,"b""\n      But it's -\n    """
199.500,201.337,mn082,b'\n      '
199.793,200.429,mn030,b'\n      Yeah.\n    '
201.232,203.642,mn030,b'\n      So the first computer I had to -\n    '
203.642,204.814,mn030,b'\n      um '
204.814,205.491,mn030,b'\n      '
205.491,206.254,mn030,b'\n      the\n    '
206.605,206.916,mn030,"b'\n      Oh,\n    '"
206.916,207.900,mn030,"b""\n      what's the right word?\n    """
207.900,208.472,mn030,b'\n      '
208.472,209.276,mn030,b'\n      I had to\n    '
209.787,210.751,mn030,b'\n      put everything out\n    '
210.751,214.927,mn030,b'\n      to - to put the '
212.172,212.872,mn082,"b'\n      Yeah, to remov-\n    '"
213.479,218.964,mn082,"b""\n      So that you can pull eh the - plug in the removable hard disk to the I_D bus and - and O_K, maybe it's a little bit -\n    """
214.047,214.454,mn021,b'\n      O_K.\n    '
215.459,216.413,mn030,"b""\n      Yeah, it's -\n    """
218.304,222.754,mn030,"b""\n      but i- but it's not - not, um """
222.645,223.164,mn082,"b'\n      Uh-huh,\n    '"
222.754,223.979,mn030,b'\n      So you just have to -\n    '
223.677,223.936,mn082,b'\n      And -\n    '
224.561,225.279,mn082,b'\n      Why you are laughing?\n    '
225.619,226.735,mn030,b'\n      '
225.878,227.557,mn082,b'\n      '
227.557,229.748,mn082,"b""\n      I don't know, I cou- I s- I didn't see him,\n    """
229.748,230.192,mn082,b'\n      '
229.995,231.774,mn030,b'\n      '
230.192,231.699,mn082,"b""\n      so I don't """
231.774,232.461,mn030,b'\n      '
232.228,235.099,mn082,"b""\n      I know in the meantime it's """
232.461,233.287,mn030,b'\n      Uh!\n    '
232.693,233.571,mn081,b'\n      '
234.203,237.058,mn030,b'\n      So '
236.219,239.026,mn082,"b'\n      Yeah, though my idea - maybe you eh can equip it with a-\n    '"
236.553,237.370,mn081,b'\n      '
237.058,238.935,mn030,b'\n      '
239.026,245.207,mn082,"b""\n      I don't know what your time constrain- whether the time constraint allows you to set up one with - with Free B_S_D, for instance. Yeah.\n    """
241.874,243.056,mn021,"b'\n      You know, I - I can -\n    '"
243.733,247.723,mn021,"b'\n      I can build, eh, any computer uh '"
246.479,247.684,mn082,"b'\n      O_K, uh-huh.\n    '"
247.723,248.935,mn021,"b""\n      It's needed, I mean, I\n    """
249.114,250.606,mn021,b'\n      will enjoy doing it. So.\n    '
249.396,250.261,mn082,b'\n      Do you find the time?\n    '
250.606,251.291,mn021,b'\n      '
251.291,252.294,mn021,"b""\n      That's O_K for me.\n    """
252.617,253.245,mn081,b'\n      Mmm.\n    '
253.534,255.792,mn082,b'\n      Maybe also to uh support your -\n    '
254.743,255.617,mn081,b'\n      No promises.\n    '
255.792,256.628,mn082,b'\n      No promises? '
256.662,257.703,mn081,b'\n      No.\n    '
257.393,260.902,mn082,"b'\n      and even maybe to - to, uh '"
261.333,261.675,mn082,b'\n      Eh\n    '
263.321,264.384,mn081,b'\n      No promises.\n    '
264.092,266.443,mn030,b'\n      '
264.199,264.929,mn082,b'\n      No promises.\n    '
264.384,264.936,mn081,b'\n      '
264.396,266.371,mn021,b'\n      '
264.417,266.569,fn083,b'\n      '
264.929,267.444,mn082,b'\n      '
264.936,265.232,mn081,b'\n      No.\n    '
265.232,265.962,mn081,b'\n      '
267.444,269.694,mn082,"b""\n      Ah, he's very hard to """
268.617,272.199,mn030,"b""\n      So it's about one hour to put this, uh """
272.728,274.601,mn030,"b'\n      a further hour to, uh - '"
274.954,276.269,mn030,b'\n      two or three hours\n    '
276.269,276.487,mn030,b'\n      '
276.487,278.267,mn030,b'\n      to install the operating systems.\n    '
277.143,279.412,mn082,b'\n      '
278.267,278.994,mn030,b'\n      '
279.412,283.100,mn082,b'\n      Could we wait until the network is '
281.429,281.912,mn030,b'\n      Yeah.\n    '
282.013,282.898,mn030,b'\n      At the moment.\n    '
283.596,288.621,mn082,"b'\n      uh, based on certain '"
288.621,289.113,mn082,b'\n      '
289.113,289.570,mn082,b'\n      to\n    '
290.755,293.275,mn082,"b""\n      set up the fire wall, and he's not an expert for that\n    """
293.762,296.125,mn082,b'\n      and when I get the signal I will ask one more time.\n    '
296.531,298.944,mn082,"b'\n      Nah, but nevertheless thanks to Dietmar that he '"
