start,end,participant,text
0.000,0.410,me013,b'\n      Starts -\n    '
0.410,0.967,me013,b'\n      No.\n    '
0.505,0.999,fe016,b'\n      No.\n    '
0.967,1.404,me013,b'\n      No.\n    '
0.999,2.271,fe016,"b""\n      That's a different thing. """
1.756,4.466,me013,"b""\n      There's another - I don't know. It starts with a P_ or something. I forget the word for it,\n    """
3.995,4.636,fe016,b'\n      Oh.\n    '
4.466,5.633,me013,"b""\n      but it's - it's um\n    """
5.633,6.500,me013,b'\n      '
6.500,7.887,me013,"b""\n      Typically when you - you're ab- r-\n    """
7.887,9.507,me013,"b'\n      starting around forty for most people,\n    '"
9.507,12.261,me013,"b""\n      it starts to harden and then it's just harder for the lens to\n    """
10.569,11.061,fe016,b'\n      Oh.\n    '
12.658,15.767,me013,b'\n      shift things and th- the - the '
14.124,14.791,mn005,b'\n      Uh-huh.\n    '
15.767,16.280,me013,b'\n      '
16.280,18.940,me013,b'\n      you have to hold stuff uh uh further away to -\n    '
19.127,19.630,mn005,b'\n      Yeah.\n    '
19.377,19.702,me013,b'\n      to see it.\n    '
19.968,24.780,me013,"b""\n      In fact, uh m- my brother's a """
20.420,21.682,mn005,b'\n      '
20.623,21.682,,b'\n      '
22.202,24.363,mn005,b'\n      '
24.780,25.370,me013,b'\n      '
25.370,28.818,me013,b'\n      came up with an - an uh - a uh body age test which uh\n    '
28.972,33.480,me013,b'\n      gets down to sort of only three measurements that are good enough st- '
33.480,33.870,me013,b'\n      '
33.870,35.508,me013,b'\n      And one of them is - is the distance\n    '
35.121,38.092,me011,b'\n      '
35.382,37.536,mn005,b'\n      '
35.508,37.534,me013,b'\n      '
35.546,37.375,fe016,b'\n      Give someone a piece of paper and then they -\n    '
37.534,37.806,me013,b'\n      Yeah.\n    '
38.036,39.224,mn005,b'\n      '
38.092,40.773,me011,"b""\n      We're - we're live by the way, so we've got a good intro here\n    """
40.161,40.852,fe016,b'\n      Oh.\n    '
40.773,42.644,me011,b'\n      '
40.852,42.750,fe016,b'\n      '
40.898,42.745,mn005,b'\n      '
41.200,43.237,me013,b'\n      Oh. Yeah. '
43.155,45.431,me011,b'\n      Yep. '
43.237,45.317,me013,b'\n      '
44.327,46.061,fe016,"b""\n      Oh, that's """
45.317,45.990,me013,"b""\n      No, that's O_K.\n    """
45.771,47.011,mn005,b'\n      Mm-hmm.\n    '
45.990,46.972,me013,b'\n      '
45.996,46.860,me011,b'\n      O_K. So.\n    '
46.061,46.860,fe016,b'\n      '
47.750,49.320,me011,b'\n      '
49.850,51.580,me011,"b'\n      discussion should be very short, right?\n    '"
51.405,51.667,me013,b'\n      '
51.580,53.010,me011,b'\n      '
51.667,53.010,me013,b'\n      It '
52.310,53.230,mn005,b'\n      '
53.450,53.858,me011,b'\n      O_K.\n    '
53.681,56.093,me013,b'\n      Because Jane uh is not '
56.033,56.550,me011,b'\n      Good point.\n    '
56.970,58.826,me013,"b""\n      And uh she'll be most interested in that.\n    """
58.826,59.350,me013,b'\n      '
59.350,63.306,me013,"b""\n      Uh, she's probably """
63.306,65.633,me013,"b""\n      just uh, I don't think we should go though an """
66.211,69.638,me013,b'\n      but um uh Jose and I were just talking about\n    '
69.638,70.300,me013,b'\n      '
70.300,70.960,me013,b'\n      the uh\n    '
70.960,71.776,me013,b'\n      '
71.776,74.022,me013,"b'\n      uh, speech e- energy thing,\n    '"
72.561,73.493,mn005,b'\n      '
73.889,74.347,mn005,b'\n      Yeah.\n    '
74.356,76.741,me013,"b""\n      and I uh - We didn't talk about the derivatives. But I think,\n    """
76.741,77.886,me013,"b'\n      you know, the - the - i-\n    '"
77.044,78.454,fe016,b'\n      '
77.886,78.538,me013,b'\n      if I can -\n    '
78.538,80.525,me013,"b""\n      if you don't mind my - my speaking for you for a bit,\n    """
80.525,81.450,me013,b'\n      um '
81.450,84.677,me013,"b'\n      Uh. Right now, '"
84.677,88.551,me013,b'\n      but uh - '
89.027,94.944,me013,b'\n      Um. And uh one is that uh this is all in '
94.944,95.624,me013,b'\n      '
95.624,97.051,me013,b'\n      uh '
97.335,101.961,me013,b'\n      Um '
102.138,105.741,me013,b'\n      sizes. He was - he - he was taking everything over two hundred milliseconds\n    '
105.741,106.270,me013,b'\n      '
106.270,111.070,me013,"b""\n      uh, and uh he's going to vary that number and also look at moving windows, as we discussed before.\n    """
111.070,111.604,me013,b'\n      '
111.604,112.523,me013,b'\n      Um\n    '
112.588,113.054,mn005,b'\n      '
113.288,116.856,me013,b'\n      And uh - and the other thing is that the - yeah doing the -\n    '
116.856,117.319,me013,b'\n      '
117.319,119.860,me013,b'\n      subtracting off the mean and the variance in the -\n    '
119.860,122.804,me013,b'\n      '
122.804,123.270,me013,b'\n      '
123.270,124.889,me013,b'\n      may not be '
124.865,125.930,mn005,b'\n      Hi. Yeah.\n    '
124.889,125.959,me013,b'\n      '
125.160,125.698,me011,b'\n      Hi Jane!\n    '
125.698,126.598,me011,b'\n      We just started.\n    '
127.260,128.313,me011,b'\n      Could you take that mike there?\n    '
127.402,130.377,fe016,b'\n      Are these the '
127.702,128.750,me013,b'\n      '
128.650,129.693,,b'\n      '
128.753,129.617,mn005,b'\n      '
130.912,131.982,fe016,b'\n      the means of '
131.843,132.899,me011,b'\n      Thanks.\n    '
131.952,132.938,me013,b'\n      Uh B- Between -\n    '
131.982,134.696,fe016,b'\n      All the frames in the '
132.938,133.421,me013,b'\n      between -\n    '
133.906,134.221,me013,b'\n      No.\n    '
134.221,134.674,me013,b'\n      Between -\n    '
134.668,134.954,mn005,b'\n      No.\n    '
134.674,137.827,me013,"b""\n      Neither. It's uh between the pauses """
135.516,136.020,fe016,b'\n      Oh.\n    '
137.827,141.749,me013,"b""\n      And so i- i- his - his - He's making the constraint it has to be at least two hundred milliseconds.\n    """
138.070,138.742,fe016,b'\n      Oh.\n    '
141.749,142.279,me013,b'\n      '
142.279,143.856,me013,"b""\n      And so you take that. And then he's -\n    """
143.856,145.894,me013,"b""\n      he's uh """
145.894,146.787,me013,"b'\n      still at the frame level,\n    '"
146.902,147.467,fe016,b'\n      Right.\n    '
147.177,147.437,me013,b'\n      '
147.437,150.252,me013,b'\n      and then - and then just uh normalizing with that larger amount.\n    '
150.252,150.820,me013,b'\n      '
150.820,151.551,me013,b'\n      um and -\n    '
151.551,156.954,me013,"b'\n      But one thing he was pointing out is when he - he looked at a bunch of examples in log domain, it '"
156.954,157.310,me013,b'\n      '
157.310,158.039,me013,b'\n      the '
158.039,160.681,me013,b'\n      And you can sort of '
160.681,161.649,me013,b'\n      putting it on the board that\n    '
160.697,161.181,mn005,b'\n      Yep.\n    '
161.649,161.998,me013,b'\n      '
161.998,163.677,me013,b'\n      if you sort of have '
163.677,164.341,me013,b'\n      log-'
163.744,165.866,fe016,"b""\n      Yeah, maybe it's not log """
164.341,169.357,me013,"b""\n      that's the """
165.306,165.907,mn005,b'\n      Mmm. Yeah.\n    '
169.357,170.218,me013,b'\n      '
169.502,170.018,mn005,b'\n      '
170.017,174.407,fe016,b'\n      But you could do like a C_D_'
170.218,171.020,me013,b'\n      Um.\n    '
174.460,174.902,me013,"b'\n      Yes, right.\n    '"
174.703,175.159,fe016,b'\n      normally.\n    '
174.902,175.251,me013,b'\n      So -\n    '
175.159,176.446,fe016,b'\n      So just some kind of a simple -\n    '
175.251,177.231,me013,b'\n      So what I was suggesting to him is that -\n    '
177.231,178.436,me013,"b'\n      Actually, a '"
178.436,179.241,me013,"b'\n      But, you know, uh\n    '"
178.870,179.501,fe016,b'\n      P_D_F\n    '
179.241,180.175,me013,"b'\n      But, '"
180.175,180.635,me013,b'\n      '
180.208,180.814,mn005,b'\n      Yeah.\n    '
180.271,180.755,fe016,b'\n      Yeah.\n    '
180.635,182.206,me013,"b'\n      Yeah, eith- eith- uh\n    '"
181.669,183.792,fe016,"b""\n      Something like that where it's sort of data driven.\n    """
183.639,183.816,me013,b'\n      '
184.200,185.901,me013,"b'\n      B- Yeah, but I think '"
186.118,186.186,me013,b'\n      u-\n    '
186.350,191.321,me013,b'\n      I think a good first indicator is when the - the - the researcher looks at\n    '
191.321,191.710,me013,b'\n      '
191.710,193.005,me013,b'\n      examples of the data\n    '
193.398,194.956,me013,b'\n      and can '
195.325,198.772,me013,b'\n      a change '
198.772,199.221,me013,b'\n      '
198.983,199.572,mn005,b'\n      Yeah.\n    '
199.221,199.938,me013,b'\n      when the two speaker -\n    '
199.938,201.435,me013,"b""\n      Then, that's a problem\n    """
201.435,201.975,me013,b'\n      right there.\n    '
