start,end,participant,text
1.980,4.610,me012,b'\n      Hmm. Testing channel two.\n    '
4.610,5.696,me003,b'\n      '
5.696,7.846,me003,"b'\n      Two, two. '"
6.730,7.500,me012,b'\n      Two.\n    '
7.846,10.283,me003,b'\n      Two. Oh. '
9.310,10.110,mn047,b'\n      Hello?\n    '
12.056,12.519,me012,b'\n      '
14.870,15.362,me012,b'\n      '
17.139,19.101,me012,b'\n      '
22.662,23.056,mn015,b'\n      Hmm?\n    '
23.495,23.782,mn015,b'\n      Yeah\n    '
24.280,24.682,mn015,b'\n      Thank You.\n    '
31.582,32.444,mn015,b'\n      O_K\n    '
32.213,33.259,me010,b'\n      O_K.\n    '
33.240,34.460,mn015,"b'\n      Well, so\n    '"
35.190,36.500,mn015,b'\n      Ralf and Tilman are here.\n    '
36.808,37.049,me010,b'\n      Great.\n    '
37.840,38.090,me010,b'\n      Great.\n    '
38.414,39.690,mn015,b'\n      Made it safely.\n    '
39.826,41.714,me010,b'\n      So the - what w- we\n    '
41.714,45.497,me010,b'\n      h- have been doing i- they would like us all to read these digits.\n    '
45.497,47.722,me010,"b""\n      But we don't all read them but a couple people read them.\n    """
48.002,48.889,mn048,b'\n      O_K.\n    '
48.464,51.004,me010,"b'\n      Uh, wanna give them all with German accents today or - ? '"
50.877,51.521,mn015,b'\n      Sure.\n    '
51.030,51.480,mn048,b'\n      '
51.423,52.290,me010,b'\n      O_K.\n    '
51.510,52.170,mn047,b'\n      '
53.751,56.774,mn015,b'\n      O_K and the way you do it is you just read the numbers\n    '
56.774,57.820,mn015,b'\n      not as\n    '
58.269,60.256,mn015,"b'\n      uh each single, so just like I do it.\n    '"
60.293,60.839,mn048,b'\n      Mm-hmm.\n    '
60.698,61.321,mn015,b'\n      O_K.\n    '
61.760,63.094,mn015,b'\n      First you read the transcript number.\n    '
63.094,65.759,mn015,b'\n      My transcript number is L_ ninety-five. '
67.355,71.254,mn015,"b'\n      three two three, O_ nine, seven seven three five '"
71.254,75.640,mn015,"b'\n      two two one, four O_ eight, two one one five '"
75.640,80.252,mn015,"b'\n      one six zero zero, eight, seven O_ nine '"
80.252,84.310,mn015,"b'\n      six four four O_, four, five six two '"
84.310,88.450,mn015,"b'\n      eight five O_, five nine three, five two six one '"
88.450,93.110,mn015,"b'\n      three five eight, one O_ five, six two four '"
93.110,98.842,mn015,"b'\n      four six eight four, eight five five one, four two two nine '"
98.842,102.630,mn015,"b'\n      O_ five seven, five six, O_ seven three two. '"
105.920,107.624,mn047,"b""\n      O_K, uh - What's -\n    """
105.950,106.595,mn015,b'\n      Turn.\n    '
107.624,113.018,mn047,"b'\n      Uh, my transcript number is, um, L_ n- ninety-one '"
113.975,118.841,mn047,"b'\n      one four one six, two, eight six one '"
119.263,128.006,mn047,"b'\n      three w- one five seven, O_ three nine five, eight, w- uh, O_, six six '"
128.006,134.494,mn047,"b'\n      two two, four two, O_ three, one six, one four '"
134.906,141.370,mn047,"b'\n      three four one, six one seven, one three four O_ '"
141.999,148.872,mn047,b'\n      six five '
149.326,158.143,mn047,"b'\n      four O_, u- eight four, nine two, u- one two, s- six five '"
158.143,164.281,mn047,"b'\n      eight six, six six, one three, one one, one O_ '"
164.281,170.387,mn047,b'\n      '
171.930,174.241,mn048,"b'\n      O_K, my transcript number is L_ ninety-two. '"
174.862,178.533,mn048,"b'\n      eight five O_, three four two, one three seven six. '"
179.048,183.573,mn048,"b'\n      O_ six three two, four nine seven O_, six O_, six eight. '"
184.200,188.479,mn048,"b'\n      six three six, five six four, nine three O_ six. '"
189.202,192.780,mn048,"b'\n      six four one, eight seven, six O_ O_ six. '"
193.318,198.490,mn048,"b'\n      eight O_ seven three, one seven seven zero, seven five five six. '"
199.053,203.240,mn048,"b'\n      four four, five six, six O_, four five, one O_. '"
203.837,207.770,mn048,"b'\n      eight four five, eight four one, one O_ three seven. '"
207.770,212.750,mn048,"b'\n      one O_ seven two, six seven seven four, one seven O_ O_. '"
214.128,215.827,me010,"b""\n      O_K. Let's be done with this.\n    """
216.392,217.585,mn048,b'\n      O_K. '
216.487,219.378,me010,"b'\n      O_K. this is Ami, who - And this is Tilman and Ralf.\n    '"
218.420,219.530,mn048,b'\n      Hi. '
219.000,219.600,mn047,b'\n      Hi.\n    '
219.378,219.765,me010,b'\n      Hi.\n    '
219.600,220.590,mn048,b'\n      Nice to meet '
221.063,226.144,me010,"b""\n      O_K. So we're gonna try to finish by five so people who want to can go hear Nancy Chang's talk,\n    """
226.451,228.138,me010,b'\n      uh downstairs.\n    '
227.068,227.715,mn048,b'\n      Hmm.\n    '
228.882,234.415,me010,"b""\n      And you guys are g- giving talks on tomorrow and Wednesday lunch times, right? That's great.\n    """
232.857,233.505,mn048,b'\n      Yes.\n    '
233.349,233.671,mn047,b'\n      Mmm.\n    '
235.177,237.430,me010,"b""\n      O_K so, do y- do you know what we're gonna do?\n    """
237.992,238.652,mn015,b'\n      I thought\n    '
238.652,241.956,mn015,"b""\n      two things uh we'll introduce ourselves and what we do.\n    """
242.490,246.047,mn015,"b'\n      And um we already talked with Andreas,\n    '"
246.047,247.210,mn015,b'\n      Thilo and\n    '
247.210,248.156,mn015,b'\n      David and\n    '
248.156,251.306,mn015,b'\n      some lines of code were already written today\n    '
251.780,253.391,mn015,b'\n      and almost tested\n    '
254.000,254.457,mn015,b'\n      and\n    '
254.950,255.487,mn015,b'\n      just gonna\n    '
255.487,257.873,mn015,b'\n      say we have um again the recognizer\n    '
257.873,259.220,mn015,b'\n      to parser\n    '
259.507,263.090,mn015,"b""\n      thing where we're working on and that should be no problem\n    """
263.825,265.153,mn015,b'\n      and then\n    '
265.780,268.160,mn015,b'\n      that can be sort of developed uh\n    '
268.460,271.698,mn015,b'\n      as needed when we get - enter the tourism domain.\n    '
272.398,277.082,mn015,b'\n      em we have talked this morning with the - with Tilman about the generator.\n    '
277.668,278.259,mn048,b'\n      S-\n    '
277.720,278.901,mn015,b'\n      and um\n    '
279.313,280.721,mn015,b'\n      There one of our\n    '
280.721,284.131,mn015,b'\n      diligent workers has to sort of volunteer to\n    '
284.131,288.916,mn015,"b""\n      look over Tilman's shoulder while he is changing the grammars to English\n    """
289.028,289.806,mn048,b'\n      Mm-hmm.\n    '
289.703,291.010,mn015,b'\n      because\n    '
291.476,292.546,mn015,b'\n      w- we have - we face\n    '
292.546,295.271,mn015,b'\n      two ways. Either we do a syllable concatenating\n    '
295.857,296.452,mn015,b'\n      um\n    '
296.452,300.083,mn015,b'\n      grammar for the English generation which is sort of starting from scratch and\n    '
300.390,301.468,mn015,"b'\n      doing it the easy way,\n    '"
301.833,304.660,mn015,b'\n      or we simply adopt the ah um\n    '
305.040,306.208,mn015,b'\n      more in-depth\n    '
306.208,309.217,mn015,b'\n      um style that is implemented in the German system\n    '
309.770,311.203,mn015,b'\n      and um\n    '
311.980,313.517,mn015,b'\n      are then able not only to produce\n    '
313.517,315.365,mn015,b'\n      strings but also the syntactic parse\n    '
316.040,317.274,mn015,b'\n      uh not parse not\n    '
317.274,320.082,mn015,b'\n      the syntactic tree that is underneath in the syntactic structure\n    '
320.677,325.152,mn015,"b""\n      which is the way we decided we were gonna go because A_, it's easier in the beginning\n    """
323.213,323.944,mn048,b'\n      Mm-hmm.\n    '
325.630,330.333,mn015,b'\n      and um it does require some - some knowledge of - of those grammars and - and - and\n    '
331.259,332.608,mn015,b'\n      some ling- linguistic background.\n    '
333.404,336.093,mn015,"b""\n      But um it shouldn't be a problem for anyone.\n    """
337.540,339.204,me010,b'\n      O_K So\n    '
339.204,344.146,me010,"b'\n      That sounds good. Johno, are you gonna have some time t- to do that uh w- with these guys?\n    '"
344.300,345.200,me003,b'\n      Sure.\n    '
345.431,345.831,me010,b'\n      cuz\n    '
345.831,347.168,me010,"b""\n      y- you're\n    """
347.690,348.614,me010,b'\n      the grammar maven.\n    '
349.066,351.145,me003,b'\n      '
349.650,350.610,mn048,b'\n      '
351.191,352.200,me010,"b""\n      I mean it makes sense, doesn't it?\n    """
352.200,352.960,me003,b'\n      Yeah.\n    '
352.200,352.960,me010,b'\n      Yeah\n    '
352.971,353.506,me010,b'\n      Good.\n    '
354.103,356.860,me010,"b""\n      O_K. So, I think that's probably the -\n    """
357.356,358.628,me010,b'\n      the right way to do that.\n    '
359.269,360.645,me010,b'\n      And\n    '
361.146,362.554,me010,"b'\n      an- Yeah, so I - I actually wanna f-\n    '"
362.554,363.864,me010,"b'\n      to find out about it too, but\n    '"
363.864,365.680,me010,b'\n      I may not have time to\n    '
365.800,366.890,me010,b'\n      get in.\n    '
366.018,368.057,mn015,b'\n      the - the ultimate goal is that before\n    '
369.550,372.195,mn015,b'\n      they leave we - we can run through the entire system\n    '
372.700,376.047,mn015,b'\n      input through output on at least one or two sample\n    '
376.560,377.025,mn015,b'\n      things.\n    '
377.590,378.599,mn015,b'\n      And um\n    '
379.395,381.836,mn015,b'\n      and by virtue of doing that\n    '
381.836,385.596,mn015,b'\n      then in this case Johno will have acquired the knowledge of how to extend it.\n    '
385.596,386.684,mn015,b'\n      Ad infinitum.\n    '
388.110,390.698,mn015,"b'\n      When needed, if needed, when wanted\n    '"
391.457,392.171,mn015,b'\n      and so forth.\n    '
396.390,397.394,me010,b'\n      O_K that sounds '
397.828,398.569,mn015,b'\n      And um\n    '
400.480,401.551,mn015,b'\n      also um\n    '
402.200,405.571,mn015,"b""\n      Ralf has hooked up with David and you're gonna\n    """
405.571,408.361,mn015,b'\n      continue either all through tonight or tomorrow on whatever\n    '
406.996,407.510,mn047,b'\n      Mmm.\n    '
407.674,409.495,mn048,b'\n      '
408.551,409.348,mn047,b'\n      '
408.690,412.280,mn015,b'\n      to get the er parser interface working.\n    '
412.750,417.490,mn015,b'\n      They are thinning out and thickening out lattices and doing this kind of stuff to see what works best.\n    '
416.330,417.150,mn047,"b'\n      Mmm, yep.\n    '"
418.718,418.881,me010,b'\n      Great.\n    '
419.577,421.851,me010,b'\n      '
422.142,423.640,mn048,"b'\n      Yes, very much so.\n    '"
422.375,424.330,mn047,"b'\n      Yeah, very much '"
422.936,424.969,me010,"b'\n      O_K, before - before you got put to work? '"
424.735,426.180,mn048,b'\n      '
425.310,426.353,mn047,b'\n      Yeah '
426.533,427.303,me010,b'\n      Great.\n    '
429.613,430.700,me010,"b""\n      O_K, so that's -\n    """
431.050,436.660,me010,b'\n      Sort of one '
437.064,443.401,me010,b'\n      Also of course it would be '
443.470,444.280,mn048,b'\n      Yes.\n    '
443.913,444.887,me010,b'\n      and\n    '
444.887,446.701,me010,b'\n      we can d- I dunno w- w- was there\n    '
447.610,450.532,me010,b'\n      uh a time when we were set up to do that?\n    '
450.532,455.330,me010,"b'\n      It probably will work better if we do it later in the week, after '"
453.410,453.910,mn048,b'\n      Yes.\n    '
454.214,455.020,mn047,b'\n      Hmm.\n    '
455.568,456.128,mn048,b'\n      Yeah.\n    '
455.929,457.375,me010,"b""\n      uh better what's going on.\n    """
457.675,458.740,me010,b'\n      So when do you guys leave?\n    '
459.670,461.849,mn048,"b""\n      Um we're here through Sunday, so """
459.850,460.590,mn047,b'\n      Oh\n    '
461.389,462.284,me010,"b'\n      Oh, O_K, so -\n    '"
461.849,463.321,mn048,b'\n      All through Friday would be fine.\n    '
462.561,463.339,me010,"b'\n      O_K, So -\n    '"
463.339,472.790,me010,"b""\n      so anyt- we'll find a time later in the week to uh get together and talk about """
472.790,473.033,mn048,b'\n      Mm-hmm.\n    '
474.291,475.550,me010,b'\n      and how we can change them.\n    '
475.967,476.751,mn047,b'\n      '
476.440,476.917,mn048,b'\n      Yes. Sure.\n    '
477.316,478.362,me010,"b'\n      Uh,\n    '"
479.160,480.470,mn015,b'\n      Should we already set a date for that?\n    '
480.470,482.500,mn015,"b""\n      Might be beneficial while we're all here.\n    """
483.328,483.792,me010,b'\n      O_K?\n    '
497.203,498.114,me010,b'\n      '
498.685,500.255,me010,b'\n      '
500.851,506.034,me010,b'\n      What - what does '
506.341,511.280,me010,b'\n      or '
512.768,514.681,me010,"b'\n      Wha- but, Johno,\n    '"
512.770,513.987,mn015,b'\n      Thursday morning sounds fine?\n    '
514.229,514.777,mn048,b'\n      Mm-hmm.\n    '
514.681,516.090,me010,b'\n      what are your constraints?\n    '
516.190,517.510,me003,b'\n      um\n    '
518.540,520.680,me003,"b""\n      Thursday afternoon doesn't work for me, but -\n    """
522.122,524.940,mn015,"b'\n      Neither does Thursday morning, no? '"
523.865,525.000,mn048,b'\n      '
525.044,526.039,me010,b'\n      '
525.700,526.640,me003,b'\n      Uh\n    '
529.157,531.330,me003,b'\n      Thursday morning should be fine.\n    '
534.622,535.525,me010,b'\n      '
535.525,536.390,me010,b'\n      Eleven?\n    '
535.688,536.352,mn048,b'\n      O_K.\n    '
538.082,538.940,me003,b'\n      '
538.130,539.407,me010,b'\n      Eleven on Thursday?\n    '
539.550,540.210,me003,b'\n      '
540.408,541.053,me010,b'\n      '
540.670,544.040,me003,b'\n      I was just thinking I w- I will '
543.842,544.140,me010,b'\n      Right.\n    '
544.140,544.732,me003,b'\n      eleven.\n    '
544.699,546.924,me010,b'\n      Right. This is then out of deference to our\n    '
546.924,548.478,me010,b'\n      non-morning people.\n    '
547.171,547.885,mn048,b'\n      Mm-hmm.\n    '
548.166,549.081,me003,b'\n      '
548.386,549.251,mn048,b'\n      O_K. '
548.769,549.634,mn047,b'\n      '
558.260,559.230,mn048,b'\n      So at eleven?\n    '
559.603,560.061,mn047,b'\n      Hmm.\n    '
560.410,561.063,mn048,b'\n      Thursday around eleven?\n    '
561.372,562.123,me010,b'\n      Yeah.\n    '
561.499,562.005,mn048,b'\n      O_K. '
572.486,573.124,me010,b'\n      '
573.124,574.970,me010,b'\n      And actually we can invite um\n    '
574.970,576.156,me010,b'\n      Andreas as well.\n    '
577.430,579.250,mn015,"b'\n      Uh he will be in Washington, though.\n    '"
578.270,580.401,me010,"b""\n      Oh that's true. He's off - off on his trip already.\n    """
583.458,584.206,mn015,b'\n      but um\n    '
585.730,586.795,mn015,b'\n      David is here and\n    '
587.486,588.243,me010,b'\n      Thilo.\n    '
587.864,589.160,mn015,"b""\n      he's actually\n    """
590.320,592.930,mn015,b'\n      knows everything about the SmartKom recognizer.\n    '
591.791,594.107,me010,"b""\n      O_K well yeah maybe we'll see if David could make it. That would be good.\n    """
601.264,602.700,mn015,b'\n      O_K so\n    '
603.930,606.732,mn015,"b""\n      facing to - to what we've sort of been doing here\n    """
607.470,607.974,mn015,b'\n      um\n    '
609.610,611.866,mn015,"b""\n      well for one thing we're also using this room to collect data.\n    """
612.190,615.148,mn048,b'\n      Yeah obviously. '
612.490,612.938,mn015,b'\n      um\n    '
613.480,614.440,mn047,b'\n      '
613.550,613.989,mn015,b'\n      um\n    '
614.857,621.241,mn015,"b'\n      Not this type of data, no not meeting data but sort of - sort ah our version of a wizard experiment such\n    '"
616.450,617.103,mn048,"b'\n      Oh, O_K.\n    '"
621.241,625.127,mn015,b'\n      not like the ones in Munich but pretty close to it.\n    '
