start,end,participant,text
0.010,1.250,me026,b'\n      '
0.781,2.050,me006,b'\n      Hello?\n    '
0.830,1.480,me013,b'\n      '
1.547,4.360,me018,"b""\n      O_K. We're """
3.360,9.550,me013,"b'\n      O_K, so uh '"
9.220,10.030,mn007,b'\n      '
10.030,19.070,me013,b'\n      redirected it to everybody '
19.200,24.079,me013,b'\n      where this came up was that uh I was showing off these wave forms that we have on the web and -\n    '
19.850,21.110,me006,b'\n      '
24.079,33.801,me013,b'\n      and uh '
33.801,34.596,me013,b'\n      '
34.023,35.577,me018,b'\n      '
34.087,34.478,me026,b'\n      Huh.\n    '
34.596,39.674,me013,b'\n      So. '
35.577,37.280,me018,b'\n      '
37.097,39.317,me006,b'\n      '
39.293,40.049,fn002,b'\n      '
39.317,41.140,me006,b'\n      '
39.674,40.109,me013,b'\n      '
40.109,41.748,me013,"b'\n      as a good illustration,\n    '"
41.748,42.714,me013,"b""\n      uh, in fact it's """
42.714,43.943,me013,b'\n      of uh - '
43.943,50.159,me013,"b""\n      of the effects of room reverberation. It is- isn't a bad illustration of the effects of uh room """
50.159,51.290,me013,b'\n      on -\n    '
50.300,51.560,me006,b'\n      '
51.290,53.590,me013,b'\n      on uh some mikes '
52.790,54.070,me026,b'\n      '
53.590,55.333,me013,b'\n      uh\n    '
54.180,59.300,me006,b'\n      '
55.740,56.480,me013,b'\n      but\n    '
57.190,58.937,me013,b'\n      '
58.937,62.262,me013,b'\n      So. And then we had this other discussion about um\n    '
62.262,69.002,me013,b'\n      '
69.002,69.725,me013,b'\n      '
69.725,78.230,me013,"b""\n      you know, are we getting hurt there? But uh Dan is pretty confident that we're """
71.300,74.060,me006,b'\n      '
78.970,80.531,me013,b'\n      '
80.531,81.471,me013,b'\n      So. '
81.471,90.390,me013,b'\n      So there was a question of whether we should '
82.250,83.490,me006,b'\n      '
88.998,90.050,fn002,b'\n      '
89.390,93.420,me018,"b'\n      Yeah, he suggested a smaller capacitor, right? For the P_D_As?\n    '"
90.060,91.720,me006,b'\n      '
91.578,101.290,me013,b'\n      Right. But then I had some other uh thing- discussions with him and the feeling was '
98.690,99.990,me006,b'\n      '
101.290,101.749,me013,b'\n      '
101.749,106.062,me013,"b""\n      And additionally we - we already have a lot of data that's been collected with """
103.300,105.630,me006,b'\n      '
105.680,106.231,me018,b'\n      Yeah.\n    '
106.062,106.589,me013,b'\n      '
106.589,116.316,me013,b'\n      A '
107.240,111.738,me006,b'\n      '
116.316,116.783,me013,b'\n      '
116.783,118.987,me013,b'\n      We just run over the data before we deal with it.\n    '
118.082,118.714,me018,b'\n      Mm-hmm.\n    '
118.987,119.828,me013,b'\n      '
119.828,125.100,me013,b'\n      um The '
125.370,128.879,me013,"b""\n      uh whether they're using it with the high-pass filter option or not.\n    """
128.879,129.985,me013,b'\n      '
129.985,131.270,me013,b'\n      And\n    '
131.712,133.743,me013,"b""\n      I don't know if anybody """
132.380,133.037,me006,b'\n      Um.\n    '
133.037,134.650,me006,b'\n      '
134.650,136.310,me006,b'\n      '
136.100,139.237,me013,b'\n      '
139.237,139.877,me013,b'\n      '
139.877,144.276,me013,"b""\n      um if it's - if it's based on the RASTA-P_L_P program,\n    """
142.575,143.572,me026,b'\n      '
144.276,144.786,me013,b'\n      '
144.786,147.785,me013,b'\n      which does both P_L_P and RASTA-P_L_P\n    '
147.785,148.416,me013,b'\n      '
148.416,149.851,me013,b'\n      um then\n    '
151.035,155.019,me013,b'\n      '
155.019,155.788,me013,b'\n      '
155.788,161.345,me013,b'\n      um allows you to do high-pass filtering and in '
161.345,162.160,me013,b'\n      '
162.160,164.269,me013,"b""\n      it's - it's pretty - it's not a very severe\n    """
164.269,164.909,me013,b'\n      '
164.909,169.935,me013,b'\n      '
169.935,170.860,me013,b'\n      '
170.250,173.990,me018,"b""\n      What's the """
174.035,177.160,me013,b'\n      Oh. '
176.530,178.390,me018,b'\n      Is it like twenty?\n    '
177.590,183.690,me013,b'\n      '
178.479,179.087,me018,b'\n      Yeah.\n    '
185.240,190.010,me013,"b""\n      So, I mean it probably - there's probably some effect up to a hundred hertz or something but it's - it's pretty mild.\n    """
190.010,191.082,me013,b'\n      '
191.082,197.810,me013,"b""\n      I don't know in the - in the STRUT implementation of the stuff is there a high-pass filter or a pre- pre-emphasis or something in the -\n    """
198.270,201.760,mn007,b'\n      Uh. I think we use a pre-emphasis. Yeah.\n    '
201.430,202.540,me006,b'\n      '
202.560,203.160,mn007,b'\n      Yeah. '
203.160,203.774,me013,b'\n      '
203.774,209.906,me013,"b""\n      So. We - we - we want to go and check that in i- for anything that we're going to use the P_D_"""
209.906,210.261,me013,b'\n      '
210.261,216.227,me013,"b""\n      uh He says that there's a pretty good roll off in the P_Z_M mikes so\n    """
216.227,216.728,me013,b'\n      '
216.728,221.058,me013,"b""\n      we don't need - need to worry about them one way or the other but if we """
221.058,221.888,me013,b'\n      '
221.888,225.767,me013,b'\n      uh we want to be sure to do that - that filtering before we\n    '
222.113,224.129,me018,b'\n      '
225.767,226.372,me013,b'\n      '
226.372,227.796,me013,"b""\n      process it. And then again if it's\n    """
227.796,228.341,me013,b'\n      '
228.341,234.953,me013,"b""\n      uh depending on the option that the - our - our software is being run with, it's - it's quite possible that's already being taken care of.\n    """
233.640,237.540,fn002,b'\n      '
236.910,237.599,me013,b'\n      '
237.599,241.644,me013,b'\n      uh But I also have to pick a different picture to show the effects of reverberation.\n    '
241.540,243.372,me018,b'\n      '
241.644,243.192,me013,b'\n      '
241.890,244.670,me006,b'\n      '
243.192,243.702,me013,b'\n      uh\n    '
243.702,244.530,me013,b'\n      '
244.160,246.180,me018,b'\n      Did somebody notice it '
244.850,245.925,me013,b'\n      '
245.925,246.668,me013,b'\n      uh No.\n    '
246.896,247.372,me018,b'\n      Huh.\n    '
247.489,247.755,me013,b'\n      Well.\n    '
248.302,252.200,me013,b'\n      uh '
251.080,252.150,me018,"b""\n      Didn't say anything? """
252.374,253.430,me018,b'\n      '
252.546,253.886,me013,b'\n      '
253.504,255.130,me006,b'\n      '
253.886,254.439,me013,b'\n      But. '
254.439,256.911,me013,b'\n      I mean the '
256.911,265.730,me013,b'\n      since I was '
266.339,268.105,me013,b'\n      '
267.542,268.266,me018,b'\n      Mm-hmm.\n    '
268.105,273.344,me013,"b""\n      uh It's just not a great example because not only isn't it reverberation but it's a noise that we definitely know what to do.\n    """
273.344,275.116,me013,b'\n      '
275.116,279.230,me013,b'\n      '
278.973,280.970,me018,b'\n      Yeah. '
279.230,281.814,me013,b'\n      '
281.814,291.050,me013,b'\n      uh But. So it was - it was a bad example in '
291.050,291.984,me013,b'\n      '
291.984,295.415,me013,"b""\n      it w- it w- wasn't wrong it was inappropriate. """
295.415,296.163,me013,b'\n      '
296.163,298.002,me013,"b'\n      So uh, but uh,\n    '"
297.080,297.830,me018,b'\n      '
298.002,298.746,me013,b'\n      '
298.746,303.810,me013,"b'\n      Yeah, someone noticed it later pointed it out to me, and I went ""oh, man. Why didn\'t I notice that?""\n    '"
302.617,303.167,me018,b'\n      Hmm.\n    '
303.940,304.567,me013,b'\n      '
304.567,305.637,me013,b'\n      um.\n    '
305.637,306.302,me013,b'\n      So.\n    '
307.324,308.327,me013,b'\n      '
309.347,312.555,me013,"b""\n      So I think we'll change our - our """
312.555,314.845,me013,"b""\n      One of the things I was - I mean, I was trying to think about what - what's the best\n    """
314.845,315.275,me013,b'\n      '
315.275,318.447,me013,"b'\n      way to show the difference an- and I had a couple of thoughts one was,\n    '"
318.447,318.888,me013,b'\n      '
318.888,321.670,me013,b'\n      that '
321.800,323.767,me013,b'\n      is O_'
323.767,324.937,me013,b'\n      '
324.937,329.642,me013,b'\n      the eyes uh and the '
329.642,330.211,me013,b'\n      '
330.211,331.698,me013,b'\n      from - from '
331.698,332.156,me013,b'\n      '
332.156,335.922,me013,"b""\n      that in first glance you look at them it doesn't seem like it's that bad\n    """
335.922,336.613,me013,b'\n      '
336.613,340.176,me013,"b""\n      uh because there's """
340.176,340.772,me013,b'\n      '
340.772,345.516,me013,b'\n      So one thing to do might be to just take a '
345.516,345.939,me013,b'\n      '
345.939,351.892,me013,b'\n      that '
351.380,352.172,me018,b'\n      Mm-hmm.\n    '
351.892,352.558,me013,b'\n      '
352.224,352.806,me018,b'\n      Mm-hmm.\n    '
352.558,355.073,me013,b'\n      i- i- '
355.073,355.808,me013,b'\n      '
355.808,356.350,me013,b'\n      um\n    '
356.350,356.860,me013,b'\n      '
356.860,358.874,me013,b'\n      '
358.874,359.298,me013,b'\n      '
359.298,361.698,me013,b'\n      taking some '
361.698,364.751,me013,"b'\n      like uh - like we look at with the recognizer,\n    '"
364.751,365.202,me013,b'\n      '
365.202,367.899,me013,"b'\n      and look at the spectrum or cepstrum that you get out of there,\n    '"
367.899,368.418,me013,b'\n      '
368.418,370.669,me013,"b'\n      and the - the uh, um,\n    '"
370.669,371.253,me013,b'\n      '
371.253,378.180,me013,b'\n      the reverberation uh '
375.060,375.478,me018,b'\n      '
378.160,379.790,me026,b'\n      Spectral slices?\n    '
379.880,380.630,me013,b'\n      Yeah.\n    '
380.920,382.300,me026,b'\n      W- w- what d- what do you mean?\n    '
382.430,382.877,me013,b'\n      '
382.877,384.856,me013,"b'\n      Well, I mean um\n    '"
384.856,388.250,me013,b'\n      all the recognizers look at frames. So they - they look at -\n    '
386.730,388.290,me018,b'\n      So like one instant in time.\n    '
388.250,388.561,me013,b'\n      '
388.430,388.814,me026,b'\n      O_K.\n    '
388.561,389.477,me013,"b'\n      Yeah, look at a -\n    '"
389.477,389.909,me013,b'\n      '
389.909,394.472,me013,"b""\n      So it's, yeah, at """
394.100,394.676,me026,b'\n      O_K.\n    '
394.472,394.991,me013,b'\n      '
394.676,397.018,me026,b'\n      '
394.991,398.800,me013,b'\n      you have a spectrum or a cepstrum. '
397.018,397.692,me026,b'\n      I see.\n    '
398.800,399.863,me013,b'\n      '
399.830,402.384,me018,b'\n      '
399.863,401.552,me013,b'\n      if you look at -\n    '
402.384,403.092,me018,b'\n      '
403.092,405.996,me018,b'\n      the uh - some M_F_C_C '
405.996,409.660,me018,"b'\n      You know, one from one, one from the '"
409.660,410.505,me018,b'\n      '
410.160,410.439,me013,b'\n      '
410.439,416.939,me013,b'\n      '
410.505,411.690,me018,b'\n      '
411.690,415.168,me018,b'\n      '
415.168,417.450,me018,"b""\n      I don't mean a graph. I mean the actual """
416.939,418.596,me013,b'\n      '
417.450,419.248,me018,b'\n      '
418.534,419.400,me006,b'\n      '
418.596,420.670,me013,b'\n      '
419.248,422.238,me018,b'\n      '
422.238,427.400,me018,b'\n      '
422.700,427.540,me006,b'\n      '
424.450,427.967,me013,b'\n      '
427.967,433.070,me013,b'\n      '
430.200,430.853,me018,b'\n      '
430.301,431.153,me026,b'\n      '
432.167,433.379,me018,"b""\n      It's not the """
432.717,433.144,mn007,b'\n      '
433.310,434.941,me013,b'\n      '
