start,end,participant,text
0.000,0.298,fe016,"b""\n      We're,\n    """
0.000,0.353,mn005,b'\n      '
0.278,0.557,me013,b'\n      Yeah.\n    '
0.298,0.749,fe016,b'\n      I mean\n    '
0.459,1.300,mn014,b'\n      '
0.749,1.671,fe016,b'\n      '
1.056,1.287,me013,b'\n      Yeah.\n    '
1.232,1.782,mn005,b'\n      O_K.\n    '
1.643,3.092,me013,b'\n      '
2.832,4.293,fe016,"b""\n      We didn't have a house before.\n    """
3.390,4.702,me013,"b""\n      We're on again? O_K. """
4.618,5.212,me018,b'\n      Mm-hmm.\n    '
4.702,5.700,me013,b'\n      '
5.212,7.074,me018,b'\n      '
5.367,6.722,me011,"b'\n      Yeah, so if '"
5.700,6.043,me013,b'\n      '
6.043,9.108,me013,b'\n      '
6.078,6.755,fe016,"b'\n      Oh, yeah!\n    '"
6.722,9.124,me011,b'\n      '
7.074,7.940,me018,"b""\n      That's """
9.124,9.967,me011,b'\n      please do so.\n    '
9.967,10.879,me011,b'\n      The '
10.879,12.357,me011,b'\n      The new and improved consent form.\n    '
12.145,12.766,fe008,b'\n      Uh.\n    '
12.182,14.323,me018,"b""\n      Now you won't be able to """
12.357,14.323,me011,b'\n      '
12.637,13.051,me013,b'\n      O_K.\n    '
13.848,14.323,me013,b'\n      O_K.\n    '
13.951,14.372,fe016,b'\n      Right.\n    '
14.323,17.124,me011,"b'\n      And uh, shall I go ahead and do some digits? '"
16.404,16.701,me013,b'\n      '
16.701,18.333,me013,"b'\n      Uh, we were gonna do that at the '"
18.670,19.175,me011,"b'\n      O_K,\n    '"
19.175,19.936,me011,b'\n      whatever you want. '
19.936,20.282,me013,b'\n      Yeah.\n    '
20.282,22.802,me013,b'\n      '
22.108,23.521,fe016,b'\n      The '
22.802,24.079,me013,b'\n      '
23.521,24.273,me011,"b""\n      It's uh - """
24.273,25.110,me011,"b""\n      Yeah, it doesn't matter.\n    """
25.110,25.461,me011,b'\n      O_K.\n    '
25.859,26.203,me013,b'\n      O_K\n    '
26.203,27.218,me013,b'\n      '
26.790,29.343,fe008,"b'\n      Testing, one, two, three. '"
27.218,27.718,me013,b'\n      Um\n    '
28.462,32.570,me013,"b'\n      Well, it ju- I mean it might be that someone here has to go, and - '"
33.944,34.341,me013,b'\n      '
34.341,35.660,me013,"b'\n      So, uh\n    '"
35.660,39.070,me013,b'\n      '
39.070,40.949,me013,b'\n      '
40.663,41.206,me011,b'\n      '
40.949,42.270,me013,b'\n      '
41.121,41.899,mn005,b'\n      '
41.206,42.270,me011,b'\n      So we '
42.270,42.836,me013,"b'\n      Uh,\n    '"
42.836,44.180,fe008,b'\n      From '
44.180,45.380,fe008,b'\n      '
45.710,46.854,fe008,b'\n      one topic from last time.\n    '
45.710,46.271,me013,"b'\n      Right, s-\n    '"
46.854,50.651,me013,"b'\n      O_K, so one item for an agenda is uh '"
50.651,51.030,me013,b'\n      '
51.218,53.129,me013,"b'\n      uh some research to talk about,\n    '"
53.129,54.212,me013,b'\n      research issues.\n    '
54.913,55.919,me013,b'\n      Um\n    '
55.919,56.691,me013,b'\n      '
56.011,58.110,me011,b'\n      And I have some '
58.579,61.280,me013,b'\n      '
61.280,63.583,me013,b'\n      '
63.583,68.557,me013,b'\n      '
68.557,70.547,me013,b'\n      '
70.547,77.239,me013,b'\n      '
77.239,79.989,me013,b'\n      '
79.989,81.575,me013,b'\n      '
80.400,81.650,me018,b'\n      A list that you have to send off to '
81.575,84.200,me013,b'\n      '
84.675,84.991,me018,b'\n      Oh.\n    '
84.906,85.481,mn005,b'\n      '
84.913,86.430,me013,b'\n      '
86.430,87.505,me013,b'\n      So. '
87.505,89.049,me013,"b'\n      Um,\n    '"
90.572,92.516,me013,"b'\n      So, uh '"
92.516,93.618,me013,b'\n      '
93.618,95.940,me013,b'\n      '
96.498,97.862,me013,b'\n      Anything else?\n    '
97.862,98.910,me013,b'\n      '
100.124,100.837,me013,b'\n      No. O_K.\n    '
100.580,102.398,me018,"b'\n      What about the, um - your '"
102.865,103.900,me013,b'\n      Um.\n    '
103.900,108.330,me013,b'\n      '
106.209,107.062,me018,"b'\n      Oh, O_K.\n    '"
108.330,112.322,me013,b'\n      I - I - I can chat with you about that '
112.322,113.156,me013,"b'\n      Um,\n    '"
113.906,115.393,me013,"b'\n      And,\n    '"
116.198,118.306,me013,b'\n      Anything else? '
118.813,121.348,me013,"b""\n      Uh, there's a - I mean, there is a - """
121.348,122.846,me013,b'\n      '
122.846,124.630,me013,b'\n      '
124.630,127.442,me013,b'\n      '
127.442,129.966,me013,b'\n      '
130.247,130.699,me011,b'\n      '
130.508,133.572,me013,"b""\n      Um, we'll talk - we'll talk about it next week if - if something -\n    """
132.672,133.712,me011,b'\n      Do you want me to '
133.712,137.020,me011,b'\n      I noticed you C_'
135.419,136.770,mn005,b'\n      '
137.007,138.157,me013,b'\n      '
137.020,138.676,me011,"b""\n      I didn't quite know what to make of that.\n    """
138.536,139.496,mn014,b'\n      '
138.676,141.360,me013,"b""\n      Uh Well, we'll talk - talk about that after our meeting.\n    """
138.676,139.445,me011,b'\n      '
141.017,141.487,me011,b'\n      O_K.\n    '
141.360,141.641,me013,b'\n      O_K.\n    '
142.582,152.187,me013,"b'\n      Uh, O_K. So it sounds like the - the three main things that we have to talk about are, uh this list, uh Jane and - Jane and Adam have some research items, and, other than that, anything,\n    '"
152.187,153.119,me013,b'\n      '
153.119,154.245,me013,b'\n      '
153.202,153.770,mn005,b'\n      '
154.245,154.969,me013,b'\n      '
154.969,159.696,me013,"b""\n      O_K, uh, Jane, since - since you were sort of cut off last time why don't we start with yours, make sure we get to it.\n    """
159.696,160.356,me013,b'\n      '
159.890,161.100,fe008,"b""\n      O_K, it's - it's very """
161.360,165.937,fe008,"b""\n      eh - it's """
165.937,167.778,me011,b'\n      Is this the same as the email or different?\n    '
167.778,170.384,fe008,"b""\n      It's slightly different. I -\n    """
168.184,168.722,mn014,b'\n      Thanks.\n    '
168.801,169.217,me011,b'\n      O_K.\n    '
170.384,171.266,fe008,b'\n      '
171.034,171.776,me018,b'\n      Same idea?\n    '
171.266,174.830,fe008,"b""\n      But, same idea. So, if you've looked at this you've seen it before, so """
174.830,176.384,fe008,b'\n      '
176.384,177.775,fe008,b'\n      '
177.775,181.440,fe008,b'\n      '
180.722,181.737,,b'\n      '
182.221,183.413,fe008,"b""\n      It's not indicated """
183.413,186.795,fe008,"b'\n      with, um '"
187.400,188.269,fe008,"b'\n      O_K, so,\n    '"
189.239,191.848,fe008,"b""\n      It's indicated to - to - so the people know\n    """
191.848,192.725,fe008,b'\n      '
192.725,194.864,fe008,b'\n      which - which stretches of speech were in the '
195.026,196.720,fe008,"b'\n      versus being overlapped by others. So, I\n    '"
196.720,198.647,fe008,b'\n      '
198.647,200.632,fe008,b'\n      '
200.632,202.379,fe008,b'\n      '
202.379,203.328,fe008,b'\n      '
203.328,206.412,fe008,b'\n      '
206.412,210.131,fe008,b'\n      '
210.131,211.509,fe008,b'\n      '
211.509,214.248,fe008,b'\n      '
214.248,216.335,fe008,b'\n      '
215.620,216.110,mn014,b'\n      '
216.335,216.985,fe008,b'\n      '
216.985,217.830,fe008,"b'\n      And, um '"
218.302,220.222,fe008,b'\n      What you can see is the number of overlaps\n    '
220.222,220.629,fe008,b'\n      '
220.629,221.482,fe008,b'\n      '
221.482,224.671,fe008,b'\n      '
224.671,225.810,fe008,b'\n      '
225.810,227.233,fe008,b'\n      '
227.233,230.706,fe008,b'\n      what I was looking for sp- sp- specifically '
230.706,233.113,fe008,b'\n      '
232.233,232.871,me018,b'\n      '
233.113,233.874,fe008,b'\n      '
233.874,235.230,fe008,b'\n      '
235.230,236.725,fe008,b'\n      And '
236.725,237.151,fe008,b'\n      '
237.151,238.840,fe008,b'\n      '
239.948,242.030,fe008,b'\n      '
242.030,243.000,fe008,b'\n      '
243.000,243.940,fe008,b'\n      '
243.940,246.957,fe008,b'\n      '
246.957,248.521,fe008,b'\n      '
248.521,248.790,fe008,b'\n      '
248.790,251.090,fe008,b'\n      The '
251.090,254.166,fe008,b'\n      '
254.166,256.889,fe008,b'\n      '
256.889,257.838,fe008,b'\n      '
257.838,258.833,fe008,b'\n      '
258.833,260.149,fe008,b'\n      '
260.149,263.262,fe008,b'\n      '
263.262,263.906,fe008,b'\n      '
263.906,264.780,fe008,b'\n      '
264.780,265.948,fe008,b'\n      '
266.273,269.200,me013,"b""\n      What was - what's the - the """
269.122,270.615,fe008,b'\n      '
269.200,271.772,me013,b'\n      '
271.687,272.470,fe008,b'\n      '
271.772,272.404,me013,b'\n      Mmm. '
272.470,277.285,fe008,b'\n      '
273.618,274.248,mn005,b'\n      Mm-hmm.\n    '
276.194,277.641,me013,b'\n      Ah.\n    '
277.285,277.675,fe008,b'\n      '
277.493,278.118,mn014,b'\n      Mm-hmm.\n    '
277.675,278.537,fe008,"b'\n      At the very end,\n    '"
278.537,279.597,fe008,"b'\n      this is when people were,\n    '"
279.597,281.797,fe008,b'\n      '
281.797,283.172,fe008,b'\n      '
282.530,283.191,me018,b'\n      '
283.172,285.735,fe008,b'\n      '
285.735,287.850,fe008,b'\n      '
288.550,292.755,fe008,b'\n      '
290.927,291.510,mn005,b'\n      Mm-hmm.\n    '
292.755,294.560,fe008,b'\n      '
292.832,293.486,mn005,b'\n      Mm-hmm.\n    '
294.560,295.722,fe008,b'\n      '
295.722,296.550,fe008,b'\n      '
296.550,301.277,fe008,b'\n      '
301.277,301.977,fe008,b'\n      '
301.977,305.867,fe008,"b'\n      And, again '"
305.867,307.043,fe008,b'\n      '
307.043,311.343,fe008,b'\n      '
311.343,312.799,fe008,b'\n      '
313.769,315.539,fe008,b'\n      '
315.539,317.836,fe008,b'\n      '
317.836,319.220,fe008,b'\n      '
319.220,319.980,fe008,b'\n      '
319.980,325.033,fe008,b'\n      '
325.033,325.739,fe008,b'\n      '
325.739,326.530,fe008,"b'\n      And, um '"
326.530,330.080,fe008,b'\n      '
330.080,332.814,fe008,b'\n      '
332.814,333.540,fe008,"b'\n      who else, and\n    '"
333.540,337.430,fe008,b'\n      '
337.430,339.187,fe008,b'\n      '
339.187,340.868,fe008,b'\n      '
340.868,343.312,fe008,b'\n      '
343.312,345.939,fe008,b'\n      '
345.939,350.096,fe008,b'\n      '
350.096,352.326,fe008,"b""\n      I'm sorry, but you're o- alphabetical, that's why I'm choosing you """
352.229,354.109,me013,b'\n      '
352.712,354.260,fe008,b'\n      And then if you look across the '
354.260,356.046,fe008,b'\n      '
356.046,358.002,fe008,b'\n      '
358.002,359.199,fe008,b'\n      '
358.300,359.170,me018,b'\n      Hmm!\n    '
359.199,360.615,fe008,b'\n      '
359.718,360.226,mn005,b'\n      Mm-hmm.\n    '
360.615,361.322,fe008,b'\n      '
361.322,363.341,fe008,"b'\n      And, '"
363.341,364.907,fe008,b'\n      '
364.907,366.158,fe008,b'\n      '
366.158,367.938,fe008,b'\n      '
367.938,368.823,fe008,b'\n      '
369.540,371.765,me011,b'\n      Is this uh '
370.160,370.660,fe008,b'\n      by. '
371.680,372.358,fe008,b'\n      Raw counts.\n    '
372.358,373.610,me011,b'\n      So it would be interesting to see\n    '
374.220,375.791,me011,b'\n      how much each person '
375.656,376.098,fe016,b'\n      Mm-hmm.\n    '
375.883,376.405,fe008,"b'\n      Yes,\n    '"
375.899,376.340,mn005,b'\n      Yeah\n    '
376.082,376.647,mn014,b'\n      Yeah.\n    '
376.405,379.921,fe008,b'\n      '
376.790,378.011,me011,b'\n      Normalized to how much -\n    '
376.937,379.128,mn005,b'\n      '
379.921,383.250,fe008,b'\n      '
383.250,385.274,fe008,b'\n      '
385.274,387.034,fe008,b'\n      '
387.034,388.120,fe008,b'\n      '
388.120,389.088,fe008,b'\n      '
389.088,392.736,fe008,b'\n      Of the times a person spoke '
392.736,397.846,fe008,b'\n      '
393.242,394.260,me013,b'\n      '
397.846,398.404,fe008,b'\n      '
398.404,400.438,fe008,b'\n      And '
400.438,401.270,fe008,b'\n      '
401.270,404.440,fe008,b'\n      '
404.440,407.424,fe008,b'\n      '
