start,end,participant,text
0.000,3.211,,b'\n      '
2.117,2.877,mn021,b'\n      O_K.\n    '
3.211,4.685,me011,b'\n      O_K. Thank you very much.\n    '
3.493,4.499,mn082,b'\n      O_K.\n    '
4.499,5.337,mn082,b'\n      We can start?\n    '
4.640,5.816,mn021,b'\n      O_K.\n    '
5.557,5.925,me011,b'\n      Yep. '
5.925,16.185,mn082,"b'\n      O_K. So, welcome to our next meeting. Uh, today we will have a talk from Miguel Sanchez '"
16.185,26.798,mn082,"b'\n      We have here a guest, a former '"
26.798,39.188,mn030,b'\n      '
26.798,37.860,mn082,"b'\n      And maybe Jordi, you have a few words '"
39.188,41.553,mn040,"b'\n      Eh, you - you want me to '"
40.405,43.615,mn082,"b'\n      Yeah, only a short introduction, ve- very short introduction, please.\n    '"
42.399,47.846,mn040,b'\n      Of course. '
46.831,48.313,mn082,"b'\n      Uh, sorry, one interruption.\n    '"
48.313,51.387,mn082,"b'\n      This is not related to hearing, '"
51.387,54.396,mn082,b'\n      '
54.876,59.258,mn040,"b""\n      Ah, it's not a hear - It works """
55.836,56.827,mn082,b'\n      No. So.\n    '
57.441,59.258,mn082,"b'\n      Yeah, yeah. Like this one. Yeah.\n    '"
59.258,60.917,mn082,"b""\n      It's """
59.258,60.326,mn040,"b""\n      Ah, that's -\n    """
60.747,63.288,mn040,b'\n      '
60.917,62.285,mn082,b'\n      Yeah? O_K.\n    '
63.207,66.002,mn082,b'\n      Yeah. '
63.288,66.435,mn040,b'\n      '
63.740,64.772,mn030,b'\n      '
66.435,69.871,mn040,"b""\n      I'm uh """
69.871,74.123,mn040,b'\n      '
74.123,77.475,mn040,b'\n      I_P_eighty traffic monitoring and characterization\n    '
77.475,84.780,mn040,b'\n      and em '
84.780,86.638,mn040,b'\n      '
87.283,93.144,mn040,"b""\n      That's eh - """
93.144,97.074,mn040,b'\n      '
97.074,98.909,mn082,b'\n      O_K. Thank you.\n    '
98.909,111.742,mn082,b'\n      And after the talk of '
111.742,115.312,mn082,b'\n      say something about in which direction it will go '
115.312,116.653,mn082,b'\n      and\n    '
117.482,118.131,mn082,b'\n      uh '
118.131,126.678,mn082,b'\n      Maybe it was '
126.678,132.972,mn082,b'\n      deployed to '
132.972,137.020,mn082,b'\n      '
137.020,141.067,mn082,b'\n      to get '
139.130,142.337,mn035,b'\n      '
140.953,141.879,mn030,b'\n      '
141.067,152.462,mn082,b'\n      And '
152.462,155.267,mn082,b'\n      And when we are ready with our meeting.\n    '
155.267,159.822,mn082,b'\n      Everything is done. '
159.822,163.977,mn082,"b'\n      and we go around here, every member. So. '"
160.796,161.519,mn030,b'\n      O_K.\n    '
163.212,163.582,mn021,b'\n      O_K.\n    '
163.977,165.829,mn082,"b'\n      Miguel, please. '"
165.029,165.773,mn021,b'\n      Thank you.\n    '
165.773,169.795,mn021,"b'\n      Well, eh, I - I have '"
169.795,172.367,mn021,b'\n      about some of the topics I -\n    '
172.367,177.352,mn021,b'\n      I have been doing some w- some research work '
177.352,181.810,mn021,"b'\n      And eh, well, mainly I will present uh - '"
181.810,184.939,mn021,b'\n      Here you have more or less the sketch of the presentation.\n    '
184.939,191.177,mn021,b'\n      I will present some ideas and some concepts about '
191.177,200.534,mn021,"b'\n      about the issues in media access control in wireless networks, also about routing in such kind of networks '"
200.534,209.152,mn021,"b'\n      and, eh, I will make some comments also about '"
209.152,218.862,mn021,"b'\n      and finally, I will present the blueprint of - of my research project or my research uh proposal here. '"
218.862,224.048,mn021,b'\n      So '
224.744,229.550,mn021,"b'\n      You know, uh, an ad-hoc network is made of wireless nodes.\n    '"
229.716,234.046,mn021,b'\n      These nodes of course can '
234.502,239.016,mn021,"b'\n      and, eh in this network there is no '"
