start,end,participant,text
2.432,2.672,mn015,b'\n      '
4.850,7.445,mn015,b'\n      Now can you give me the uh '
6.020,9.490,fe046,"b'\n      seven nine seven seven, five, eight one five '"
9.980,13.753,fe046,"b'\n      three two five, four one, six zero zero three '"
14.250,18.684,fe046,"b'\n      nine six seven eight, five nine nine five, four eight six nine '"
17.136,17.699,,b'\n      '
19.491,23.855,fe046,"b'\n      two eight, three nine, six two, nine one, two three '"
24.320,28.648,fe046,"b'\n      six four seven, eight three two, seven three three one '"
28.780,34.213,fe046,"b'\n      seven, nine three nine, five seven, six two one, two '"
30.950,32.338,,b'\n      '
34.910,38.708,fe046,"b'\n      one six four, seven zero, nine three four three. '"
39.070,43.526,fe046,"b'\n      six one, four nine, zero one, six zero, six four. '"
46.730,49.480,me010,"b'\n      O_K, so Eva, co- uh - could you read your numbers? Yeah.\n    '"
48.020,48.740,fn050,b'\n      Go ahead and read.\n    '
48.950,49.343,fn050,b'\n      O_K.\n    '
50.120,55.043,fn050,"b'\n      zero, one nine four, five zero, five eight five, eight '"
55.795,59.076,fn050,"b'\n      nine four two eight, eight, seven three seven '"
59.692,62.492,fn050,"b'\n      four seven six five, one, seven eight eight '"
63.650,67.695,fn050,"b'\n      three nine four one, three zero two nine, two eight one three '"
68.393,73.401,fn050,"b'\n      four five six five, six six seven eight, six eight eighty-seven '"
74.467,80.340,fn050,"b'\n      five, six eight nine, five four, zero eight eight, seven '"
80.708,85.153,fn050,"b'\n      seven nine, nine four, nine three, nine four, two seven '"
85.930,89.170,fn050,"b'\n      zero one seven eight, zero, one four three '"
92.430,93.140,mn015,b'\n      Alright.\n    '
93.310,94.640,me010,"b""\n      Yeah, let's get started.\n    """
94.980,95.920,me010,b'\n      Um -\n    '
96.390,98.450,me010,"b""\n      Hopefully Nancy will come, if not, she won't.\n    """
98.782,99.700,fn050,b'\n      '
99.460,99.700,me045,b'\n      '
100.620,102.651,me045,"b'\n      Uh, Robert, do you uh\n    '"
102.850,104.649,me045,b'\n      have any way to turn off your uh\n    '
105.040,109.830,me045,"b""\n      screensaver on there so that it's not going off every - uh, it seems to have about at two minute -\n    """
109.850,113.510,mn015,"b""\n      Yeah, I've - I - uh - it's not that I didn't try. """
110.266,111.730,me045,b'\n      '
112.723,115.410,me045,b'\n      '
113.216,114.670,fe046,b'\n      '
113.510,114.050,fn050,b'\n      '
113.977,119.478,mn015,"b""\n      and um I - I told it to stay on forever and ever, but if it's not plugged in it just doesn't obey my commands.\n    """
119.090,119.770,me045,b'\n      O_K.\n    '
119.696,120.750,mn015,b'\n      It has a mind.\n    '
121.701,122.891,me045,b'\n      Got it.\n    '
122.020,122.546,mn015,b'\n      But I-\n    '
122.160,123.640,fe046,b'\n      Wants to conserve.\n    '
123.150,125.870,mn015,"b'\n      I just - You know, sort of keep on wiggling. '"
124.906,125.841,me045,"b'\n      Yeah, O_K. '"
125.385,126.600,fe046,b'\n      '
128.617,134.040,mn015,"b""\n      But uh - we'll just be m- m- working on it at intensity so it doesn't happen.\n    """
134.040,134.890,mn015,"b""\n      We'll see.\n    """
136.967,138.940,mn015,b'\n      Should we plunge right into it?\n    '
139.050,139.730,me010,b'\n      Yeah.\n    '
139.882,141.000,mn015,"b'\n      So, would you like to - '"
139.920,140.870,me010,b'\n      I think so.\n    '
141.360,143.431,mn015,"b""\n      So what I've tried to do here is\n    """
143.431,148.340,mn015,b'\n      list all the decision nodes that we have identified on this '
149.220,150.790,mn015,b'\n      Commented and -\n    '
151.110,153.080,mn015,"b""\n      what they're about and sort of -\n    """
153.180,155.176,mn015,b'\n      the properties we may\n    '
155.630,156.380,mn015,b'\n      um\n    '
156.700,157.500,mn015,b'\n      give them.\n    '
158.200,161.260,mn015,b'\n      And here are the uh -\n    '
163.460,172.110,mn015,b'\n      tasks to be implemented via our data collection. So all of these tasks -\n    '
164.000,164.551,fe046,b'\n      '
172.680,174.267,mn015,b'\n      The reading is out of these tasks\n    '
174.668,177.430,mn015,"b'\n      more or less imply that the user wants to go there,\n    '"
